offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDown,DEF_3rdDownSuccess,DEF_CompletePass,DEF_Drive,DEF_ExPointBad,DEF_ExPointGood,DEF_FG_30,DEF_FG_40,DEF_FG_50,DEF_FG_range,DEF_FieldGoalBad,DEF_FieldGoalGood,DEF_FirstDown,DEF_IncompletePass,DEF_Kicker_Pts,DEF_PointsScored,DEF_Punt,DEF_QB Kneel,DEF_RedZone,DEF_Touchdown,DEF_TwoPointConv,DEF_TwoPointGood,DEF_Yards.Gained,DEF_gameid,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_QB Kneel_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_gameid_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
MIA-2009111501,2,1,0,28,1,1,2,2,0,12,1,4,27.0,15,14,25,6,0,5,2,0,0,9,495,2009111501,1,0,0,26,0,2,0,0,0,10,0,1,18,16,7,30,6,1,6,4,0,0,7,390,2009107807,0.38461538461538464,0.23076923076923078,2.0,1.0,0.0,28.0,1.0,1.0,2.0,2.0,0.0,12.0,1.0,4.0,27.0,15.0,14.0,25.0,6.0,0.0,5.0,2.0,0.0,0.0,495.0,2009111501.0,3.0,0.0,0.0,25.0,4.0,9.0,0.0,24.0,12.0,5.0,34.0,0.0,4.0,5.0,496.0,2009105039.0,0.36,0.16,MIA,TB,2009,0.23076923076923078,0.2,11/15,2009-11/15-MIA,2009-9-MIA,0.0,0.0,0.0,
MIN-2009111502,2,2,0,27,0,3,2,0,0,10,0,2,23.0,13,9,27,4,4,4,3,0,0,9,540,2009111502,3,1,0,24,0,3,1,0,0,10,0,2,22,12,10,33,4,0,3,4,0,0,6,563,2009104804,0.4166666666666667,0.125,2.0,2.0,0.0,27.0,0.0,3.0,2.0,0.0,0.0,10.0,0.0,2.0,23.0,13.0,9.0,27.0,4.0,4.0,4.0,3.0,0.0,0.0,540.0,2009111502.0,3.0,0.0,0.0,22.0,1.0,8.0,3.0,27.0,14.0,11.0,22.0,1.0,3.0,2.0,515.0,2009107571.0,0.36363636363636365,0.13636363636363635,MIN,DET,2009,0.16666666666666666,0.13636363636363635,11/15,2009-11/15-MIN,2009-9-MIN,0.3333333333333333,0.0,0.0,
NE-2009111512,2,0,0,29,0,4,2,0,0,12,0,2,26.0,13,10,34,4,1,6,4,0,0,9,556,2009111512,2,0,0,24,0,4,1,0,0,8,0,1,25,11,10,38,3,1,3,4,0,0,6,563,2009105040,0.3333333333333333,0.125,2.0,0.0,0.0,29.0,0.0,4.0,2.0,0.0,0.0,12.0,0.0,2.0,26.0,13.0,10.0,34.0,4.0,1.0,6.0,4.0,0.0,0.0,556.0,2009111512.0,2.0,0.0,0.0,22.0,1.0,10.0,1.0,24.0,11.0,6.0,14.0,0.0,5.0,1.0,482.0,2009107804.0,0.45454545454545453,0.22727272727272727,NE,IND,2009,0.125,0.22727272727272727,11/15,2009-11/15-NE,2009-9-NE,0.0,0.0,0.0,
NO-2009111505,3,0,0,21,0,4,0,0,0,8,0,0,21.0,8,4,28,3,0,2,4,0,0,9,576,2009111505,4,1,0,25,0,3,1,1,0,10,0,1,24,12,10,32,2,0,6,4,0,0,7,552,2009107839,0.4,0.24,3.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,21.0,8.0,4.0,28.0,3.0,0.0,2.0,4.0,0.0,0.0,576.0,2009111505.0,3.0,0.0,0.0,21.0,2.0,10.0,0.0,26.0,16.0,4.0,24.0,0.0,5.0,3.0,501.0,2009104803.0,0.47619047619047616,0.23809523809523808,NO,STL,2009,0.08,0.23809523809523808,11/15,2009-11/15-NO,2009-9-NO,0.25,0.0,0.0,
NYJ-2009111503,1,0,0,20,0,1,2,1,0,7,0,3,20.0,17,11,22,2,0,3,2,1,0,9,373,2009111503,2,0,0,25,0,2,1,0,0,11,0,1,25,15,10,28,5,0,5,3,1,0,6,499,2009104808,0.44,0.2,1.0,0.0,0.0,20.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,3.0,20.0,17.0,11.0,22.0,2.0,0.0,3.0,2.0,1.0,0.0,373.0,2009111503.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,18.0,11.0,11.0,21.0,0.0,3.0,2.0,447.0,2009107571.0,0.4090909090909091,0.13636363636363635,NYJ,JAC,2009,0.2,0.22727272727272727,11/15,2009-11/15-NYJ,2009-9-NYJ,0.0,0.0,0.0,0.0
OAK-2009111508,2,0,0,31,0,1,0,2,1,13,1,1,24.0,20,13,10,11,0,8,1,0,0,9,460,2009111508,2,0,0,23,0,0,0,1,0,10,0,1,21,11,6,9,5,1,6,0,0,0,6,365,2009104808,0.43478260869565216,0.2608695652173913,2.0,0.0,0.0,31.0,0.0,1.0,0.0,2.0,1.0,13.0,1.0,1.0,24.0,20.0,13.0,10.0,11.0,0.0,8.0,1.0,0.0,0.0,460.0,2009111508.0,3.0,1.0,0.0,25.0,2.0,9.0,2.0,18.0,11.0,10.0,20.0,1.0,6.0,2.0,449.0,2009105038.0,0.36,0.24,OAK,KC,2009,0.21739130434782608,0.2,11/15,2009-11/15-OAK,2009-9-OAK,0.0,0.0,0.0,
PHI-2009111511,1,0,0,20,0,2,3,0,0,9,0,3,26.0,22,11,23,4,0,3,2,0,0,9,660,2009111511,1,1,0,23,0,2,0,1,0,8,0,2,19,10,11,25,4,1,4,2,0,0,7,445,2009107840,0.34782608695652173,0.17391304347826086,1.0,0.0,0.0,20.0,0.0,2.0,3.0,0.0,0.0,9.0,0.0,3.0,26.0,22.0,11.0,23.0,4.0,0.0,3.0,2.0,0.0,0.0,660.0,2009111511.0,1.0,0.0,0.0,22.0,1.0,8.0,1.0,21.0,11.0,8.0,16.0,0.0,3.0,1.0,374.0,2009107806.0,0.36363636363636365,0.13636363636363635,PHI,SD,2009,0.17391304347826086,0.22727272727272727,11/15,2009-11/15-PHI,2009-9-PHI,1.0,0.0,0.0,
PIT-2009111504,1,1,0,22,0,0,4,0,0,8,0,4,22.0,22,12,12,5,0,2,0,0,0,9,384,2009111504,2,0,0,22,0,2,1,0,0,9,0,1,23,10,6,24,4,1,4,3,0,0,6,499,2009105069,0.4090909090909091,0.18181818181818182,1.0,1.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,4.0,22.0,22.0,12.0,12.0,5.0,0.0,2.0,0.0,0.0,0.0,384.0,2009111504.0,3.0,0.0,0.0,22.0,2.0,10.0,0.0,25.0,13.0,4.0,15.0,0.0,2.0,2.0,445.0,2009105034.0,0.45454545454545453,0.09090909090909091,PIT,CIN,2009,0.18181818181818182,0.18181818181818182,11/15,2009-11/15-PIT,2009-9-PIT,0.0,0.0,0.0,
SD-2009111511,1,0,0,19,0,4,1,0,0,8,0,1,20.0,7,7,31,4,1,2,4,0,0,9,491,2009111511,3,1,0,22,0,3,1,0,0,8,0,1,20,12,8,25,4,2,4,3,0,0,7,391,2009107806,0.36363636363636365,0.18181818181818182,1.0,0.0,0.0,19.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,20.0,7.0,7.0,31.0,4.0,1.0,2.0,4.0,0.0,0.0,491.0,2009111511.0,3.0,0.0,0.0,23.0,2.0,9.0,1.0,24.0,16.0,7.0,20.0,1.0,3.0,2.0,525.0,2009107840.0,0.391304347826087,0.13043478260869565,SD,PHI,2009,0.18181818181818182,0.21739130434782608,11/15,2009-11/15-SD,2009-9-SD,0.3333333333333333,0.0,0.0,
SEA-2009111509,3,1,0,26,0,2,2,0,0,11,0,2,36.0,29,8,20,7,0,9,2,0,0,9,550,2009111509,2,0,0,24,0,1,1,0,0,11,0,2,22,17,7,17,5,0,6,1,0,0,6,429,2009107573,0.4583333333333333,0.25,3.0,1.0,0.0,26.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,2.0,36.0,29.0,8.0,20.0,7.0,0.0,9.0,2.0,0.0,0.0,550.0,2009111509.0,3.0,1.0,0.0,26.0,2.0,11.0,1.0,21.0,15.0,7.0,21.0,0.0,5.0,2.0,501.0,2009107807.0,0.4230769230769231,0.19230769230769232,SEA,ARI,2009,0.20833333333333334,0.19230769230769232,11/15,2009-11/15-SEA,2009-9-SEA,0.0,0.0,0.0,
SF-2009111200,1,0,0,21,0,1,2,0,0,6,1,1,20.0,9,6,10,5,0,4,1,0,0,9,277,2009111200,2,0,0,23,0,2,0,0,0,11,0,0,25,14,5,22,5,0,5,3,0,0,7,526,2009107806,0.4782608695652174,0.21739130434782608,1.0,0.0,0.0,21.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1.0,20.0,9.0,6.0,10.0,5.0,0.0,4.0,1.0,0.0,0.0,277.0,2009111200.0,4.0,0.0,0.0,22.0,3.0,9.0,1.0,22.0,10.0,6.0,32.0,0.0,3.0,4.0,493.0,2009107801.0,0.4090909090909091,0.13636363636363635,SF,CHI,2009,0.21739130434782608,0.13636363636363635,11/12,2009-11/12-SF,2009-9-SF,0.0,0.0,0.0,
STL-2009111505,3,0,0,22,0,2,1,0,0,10,0,1,25.0,15,5,23,4,0,5,3,1,0,9,532,2009111505,2,0,0,21,0,1,0,0,0,9,0,1,22,15,7,14,5,0,3,1,0,0,6,438,2009104803,0.42857142857142855,0.14285714285714285,3.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,25.0,15.0,5.0,23.0,4.0,0.0,5.0,3.0,1.0,0.0,532.0,2009111505.0,2.0,0.0,0.0,25.0,2.0,10.0,2.0,23.0,18.0,11.0,34.0,0.0,3.0,4.0,518.0,2009107839.0,0.4,0.12,STL,NO,2009,0.23809523809523808,0.16,11/15,2009-11/15-STL,2009-9-STL,0.0,0.0,0.0,
TB-2009111501,1,1,0,29,0,2,0,1,3,11,0,3,21.0,13,21,23,5,0,4,2,0,0,9,497,2009111501,1,0,0,25,0,1,0,0,0,10,0,0,19,15,4,17,6,0,6,2,0,0,6,406,2009105039,0.4,0.24,1.0,1.0,0.0,29.0,0.0,2.0,0.0,1.0,3.0,11.0,0.0,3.0,21.0,13.0,21.0,23.0,5.0,0.0,4.0,2.0,0.0,0.0,497.0,2009111501.0,2.0,0.0,0.0,24.0,1.0,10.0,2.0,25.0,16.0,12.0,33.0,0.0,4.0,3.0,555.0,2009107807.0,0.4166666666666667,0.16666666666666666,TB,MIA,2009,0.24,0.16666666666666666,11/15,2009-11/15-TB,2009-9-TB,0.0,0.0,0.0,
TEN-2009111506,5,2,0,20,0,3,1,0,2,6,1,2,18.0,9,15,27,3,0,2,3,0,0,9,537,2009111506,2,0,0,24,0,2,1,0,0,10,0,1,18,8,7,21,5,2,5,2,0,0,6,431,2009107576,0.4166666666666667,0.20833333333333334,5.0,2.0,0.0,20.0,0.0,3.0,1.0,0.0,2.0,6.0,1.0,2.0,18.0,9.0,15.0,27.0,3.0,0.0,2.0,3.0,0.0,0.0,537.0,2009111506.0,1.0,0.0,0.0,25.0,1.0,12.0,1.0,28.0,16.0,9.0,17.0,1.0,7.0,1.0,503.0,2009104806.0,0.48,0.28,TEN,BUF,2009,0.20833333333333334,0.16,11/15,2009-11/15-TEN,2009-9-TEN,0.0,0.0,0.0,
WAS-2009111507,2,0,0,21,0,3,2,0,0,8,0,2,24.0,9,9,27,4,0,3,3,0,0,9,463,2009111507,2,1,0,22,0,1,0,1,0,9,0,1,20,12,6,17,6,0,6,2,0,0,6,434,2009105069,0.4090909090909091,0.2727272727272727,2.0,0.0,0.0,21.0,0.0,3.0,2.0,0.0,0.0,8.0,0.0,2.0,24.0,9.0,9.0,27.0,4.0,0.0,3.0,3.0,0.0,0.0,463.0,2009111507.0,2.0,0.0,0.0,21.0,2.0,8.0,2.0,21.0,9.0,12.0,26.0,1.0,4.0,3.0,478.0,2009107633.0,0.38095238095238093,0.19047619047619047,WAS,DEN,2009,0.2727272727272727,0.19047619047619047,11/15,2009-11/15-WAS,2009-9-WAS,0.5,0.0,0.0,
ARI-2009112209,3,0,0,23,0,3,0,0,0,10,0,0,28.0,8,3,21,5,1,6,3,0,0,10,571,2009112209,3,0,0,25,0,4,0,0,0,10,0,1,27,13,7,33,5,1,6,4,0,0,8,558,2009110806,0.4,0.24,3.0,0.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,28.0,8.0,3.0,21.0,5.0,1.0,6.0,3.0,0.0,0.0,571.0,2009112209.0,2.0,0.0,0.0,20.0,3.0,9.0,0.0,22.0,13.0,3.0,23.0,0.0,5.0,3.0,490.0,2009108038.0,0.45,0.25,ARI,STL,2009,0.2,0.2,11/22,2009-11/22-ARI,2009-10-ARI,0.0,0.0,0.0,
ATL-2009112207,4,1,0,19,0,4,2,0,0,9,1,1,25.0,22,9,31,2,1,0,4,0,0,10,480,2009112207,1,0,0,20,0,2,2,0,0,8,1,1,22,16,10,25,2,1,2,3,0,0,8,496,2009110833,0.4,0.1,4.0,1.0,0.0,19.0,0.0,4.0,2.0,0.0,0.0,9.0,1.0,1.0,25.0,22.0,9.0,31.0,2.0,1.0,0.0,4.0,0.0,0.0,480.0,2009112207.0,3.0,1.0,0.0,24.0,3.0,8.0,1.0,18.0,12.0,6.0,28.0,1.0,3.0,3.0,404.0,2009107810.0,0.3333333333333333,0.125,ATL,NYG,2009,0.1,0.20833333333333334,11/22,2009-11/22-ATL,2009-10-ATL,0.0,0.0,0.0,
BAL-2009112200,2,0,0,18,0,0,4,2,0,7,1,5,23.0,11,19,15,2,0,3,0,0,0,10,439,2009112200,1,0,0,22,0,1,1,0,0,9,0,1,22,9,7,15,5,0,3,1,0,0,8,374,2009110834,0.4090909090909091,0.13636363636363635,2.0,0.0,0.0,18.0,0.0,0.0,4.0,2.0,0.0,7.0,1.0,5.0,23.0,11.0,19.0,15.0,2.0,0.0,3.0,0.0,0.0,0.0,439.0,2009112200.0,2.0,0.0,0.0,25.0,2.0,11.0,1.0,25.0,11.0,7.0,21.0,0.0,6.0,2.0,501.0,2009110807.0,0.44,0.24,BAL,IND,2009,0.22727272727272727,0.2,11/22,2009-11/22-BAL,2009-10-BAL,0.0,0.0,0.0,
BUF-2009112204,2,1,0,21,0,0,3,0,0,10,0,3,24.0,14,9,15,4,0,7,1,1,0,10,524,2009112204,1,0,0,23,0,1,1,0,0,9,0,1,16,11,5,19,6,1,4,2,0,0,7,422,2009108038,0.391304347826087,0.17391304347826086,2.0,1.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,3.0,24.0,14.0,9.0,15.0,4.0,0.0,7.0,1.0,1.0,0.0,524.0,2009112204.0,2.0,0.0,0.0,21.0,1.0,8.0,2.0,18.0,12.0,12.0,24.0,0.0,3.0,2.0,440.0,2009110805.0,0.38095238095238093,0.14285714285714285,BUF,JAC,2009,0.2608695652173913,0.19047619047619047,11/22,2009-11/22-BUF,2009-10-BUF,0.0,0.0,0.0,
CAR-2009111900,3,0,0,23,0,0,2,1,0,11,0,3,26.0,22,10,17,5,0,5,1,1,1,10,538,2009111900,2,0,0,23,0,3,1,0,0,9,0,1,20,10,8,27,4,0,5,3,0,0,8,445,2009110805,0.391304347826087,0.21739130434782608,3.0,0.0,0.0,23.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,3.0,26.0,22.0,10.0,17.0,5.0,0.0,5.0,1.0,1.0,1.0,538.0,2009111900.0,1.0,0.0,0.0,24.0,1.0,10.0,3.0,23.0,15.0,14.0,27.0,0.0,4.0,2.0,512.0,2009110804.0,0.4166666666666667,0.16666666666666666,CAR,MIA,2009,0.17391304347826086,0.20833333333333334,11/19,2009-11/19-CAR,2009-10-CAR,0.0,0.0,0.0,
CHI-2009112213,0,0,0,26,0,0,2,3,0,8,0,4,24.0,21,18,20,6,0,4,1,1,1,10,510,2009112213,3,1,0,24,0,1,1,0,0,9,0,1,25,18,10,16,4,0,4,1,0,0,8,496,2009110701,0.375,0.16666666666666666,0.0,0.0,0.0,26.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,4.0,24.0,21.0,18.0,20.0,6.0,0.0,4.0,1.0,1.0,1.0,510.0,2009112213.0,2.0,0.0,0.0,21.0,2.0,8.0,1.0,22.0,13.0,8.0,22.0,1.0,2.0,2.0,518.0,2009110811.0,0.38095238095238093,0.09523809523809523,CHI,PHI,2009,0.16666666666666666,0.19047619047619047,11/22,2009-11/22-CHI,2009-10-CHI,0.3333333333333333,0.0,0.0,
CIN-2009112212,3,0,0,24,0,2,2,0,0,10,1,1,29.0,10,7,17,4,0,4,2,0,0,10,444,2009112212,2,0,0,21,0,2,1,0,0,8,0,2,22,10,10,26,3,1,3,3,0,0,7,463,2009108268,0.38095238095238093,0.14285714285714285,3.0,0.0,0.0,24.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,29.0,10.0,7.0,17.0,4.0,0.0,4.0,2.0,0.0,0.0,444.0,2009112212.0,3.0,0.0,0.0,24.0,3.0,10.0,1.0,22.0,12.0,12.0,26.0,1.0,5.0,3.0,430.0,2009108041.0,0.4166666666666667,0.20833333333333334,CIN,OAK,2009,0.14285714285714285,0.16666666666666666,11/22,2009-11/22-CIN,2009-10-CIN,0.0,0.0,0.0,
CLE-2009112202,2,0,0,24,0,3,1,1,0,9,0,2,24.0,12,10,35,6,0,3,4,1,1,10,528,2009112202,2,1,0,23,0,0,0,0,0,10,0,0,18,17,0,7,6,0,5,1,0,0,7,312,2009108067,0.43478260869565216,0.21739130434782608,2.0,0.0,0.0,24.0,0.0,3.0,1.0,1.0,0.0,9.0,0.0,2.0,24.0,12.0,10.0,35.0,6.0,0.0,3.0,4.0,1.0,1.0,528.0,2009112202.0,2.0,1.0,0.0,24.0,2.0,9.0,2.0,25.0,16.0,9.0,23.0,2.0,3.0,2.0,499.0,2009110804.0,0.375,0.125,CLE,DET,2009,0.2608695652173913,0.16666666666666666,11/22,2009-11/22-CLE,2009-10-CLE,0.5,0.0,0.0,
DAL-2009112201,1,0,0,21,0,1,0,1,0,9,1,0,26.0,13,4,7,6,1,5,1,0,0,10,387,2009112201,2,0,0,22,0,2,1,0,0,8,0,1,25,16,7,19,5,1,4,2,0,0,8,445,2009110808,0.36363636363636365,0.18181818181818182,1.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,26.0,13.0,4.0,7.0,6.0,1.0,5.0,1.0,0.0,0.0,387.0,2009112201.0,1.0,1.0,0.0,22.0,2.0,8.0,1.0,19.0,11.0,7.0,20.0,2.0,3.0,2.0,395.0,2009108302.0,0.36363636363636365,0.13636363636363635,DAL,WAS,2009,0.22727272727272727,0.22727272727272727,11/22,2009-11/22-DAL,2009-10-DAL,0.0,0.0,0.0,
DEN-2009112210,1,0,0,22,0,0,1,0,0,10,0,1,24.0,17,3,3,3,0,7,0,0,0,10,372,2009112210,1,0,0,22,0,1,0,0,0,11,0,0,21,16,3,11,6,0,5,1,0,0,8,379,2009110835,0.5,0.22727272727272727,1.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,24.0,17.0,3.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,372.0,2009112210.0,1.0,0.0,0.0,20.0,1.0,8.0,2.0,22.0,13.0,10.0,19.0,0.0,3.0,1.0,463.0,2009110809.0,0.4,0.15,DEN,SD,2009,0.2727272727272727,0.2,11/22,2009-11/22-DEN,2009-10-DEN,0.0,0.0,0.0,
DET-2009112202,4,0,0,25,0,5,1,0,0,11,0,1,27.0,16,8,38,3,0,5,5,0,0,10,605,2009112202,3,0,0,24,0,1,0,1,0,11,0,1,24,20,8,14,5,0,6,1,0,0,8,447,2009110804,0.4583333333333333,0.25,4.0,0.0,0.0,25.0,0.0,5.0,1.0,0.0,0.0,11.0,0.0,1.0,27.0,16.0,8.0,38.0,3.0,0.0,5.0,5.0,0.0,0.0,605.0,2009112202.0,2.0,1.0,0.0,22.0,2.0,8.0,1.0,22.0,9.0,9.0,21.0,0.0,3.0,2.0,424.0,2009108067.0,0.36363636363636365,0.13636363636363635,DET,CLE,2009,0.20833333333333334,0.18181818181818182,11/22,2009-11/22-DET,2009-10-DET,0.0,0.0,0.0,
GB-2009112203,5,2,0,23,0,3,3,0,0,10,0,3,26.0,14,12,30,5,3,4,3,0,0,10,587,2009112203,3,0,0,26,0,2,0,0,0,11,0,1,25,16,8,27,6,0,6,3,0,0,8,504,2009110807,0.4230769230769231,0.23076923076923078,5.0,2.0,0.0,23.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,3.0,26.0,14.0,12.0,30.0,5.0,3.0,4.0,3.0,0.0,0.0,587.0,2009112203.0,2.0,1.0,0.0,24.0,1.0,9.0,2.0,21.0,16.0,11.0,19.0,0.0,6.0,1.0,464.0,2009110705.0,0.375,0.25,GB,SF,2009,0.23076923076923078,0.20833333333333334,11/22,2009-11/22-GB,2009-10-GB,0.0,0.0,0.0,
HOU-2009112300,2,1,0,21,0,2,1,2,0,9,2,1,21.0,13,11,17,5,0,3,2,0,0,10,440,2009112300,3,0,0,22,0,2,0,1,0,9,0,1,25,9,11,24,3,1,4,2,0,0,7,473,2009107802,0.4090909090909091,0.18181818181818182,2.0,1.0,0.0,21.0,0.0,2.0,1.0,2.0,0.0,9.0,2.0,1.0,21.0,13.0,11.0,17.0,5.0,0.0,3.0,2.0,0.0,0.0,440.0,2009112300.0,2.0,0.0,0.0,22.0,2.0,10.0,1.0,21.0,16.0,5.0,25.0,0.0,5.0,3.0,537.0,2009110808.0,0.45454545454545453,0.22727272727272727,HOU,TEN,2009,0.13636363636363635,0.22727272727272727,11/23,2009-11/23-HOU,2009-10-HOU,0.0,0.0,0.0,
IND-2009112200,3,0,0,20,0,2,1,0,0,9,0,1,24.0,9,5,17,3,1,4,2,0,0,10,497,2009112200,3,0,0,24,0,2,1,0,0,10,0,2,29,19,8,24,5,0,5,2,0,0,8,516,2009110807,0.4166666666666667,0.20833333333333334,3.0,0.0,0.0,20.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,24.0,9.0,5.0,17.0,3.0,1.0,4.0,2.0,0.0,0.0,497.0,2009112200.0,1.0,0.0,0.0,22.0,1.0,10.0,0.0,23.0,16.0,2.0,10.0,0.0,6.0,1.0,347.0,2009110834.0,0.45454545454545453,0.2727272727272727,IND,BAL,2009,0.20833333333333334,0.3181818181818182,11/22,2009-11/22-IND,2009-10-IND,0.0,0.0,0.0,
JAC-2009112204,3,0,0,22,0,1,1,0,0,10,0,1,24.0,9,4,18,5,1,1,2,1,1,10,407,2009112204,2,1,0,22,0,2,0,0,0,9,1,0,19,12,6,20,5,1,6,2,0,0,8,495,2009110805,0.4090909090909091,0.2727272727272727,3.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,24.0,9.0,4.0,18.0,5.0,1.0,1.0,2.0,1.0,1.0,407.0,2009112204.0,3.0,1.0,0.0,23.0,2.0,9.0,1.0,24.0,12.0,11.0,21.0,1.0,5.0,2.0,510.0,2009108038.0,0.391304347826087,0.21739130434782608,JAC,BUF,2009,0.22727272727272727,0.13043478260869565,11/22,2009-11/22-JAC,2009-10-JAC,0.5,0.0,0.0,
KC-2009112205,4,1,0,27,0,3,2,0,0,11,0,2,18.0,15,9,27,6,1,5,3,0,0,10,533,2009112205,2,1,0,26,0,1,1,1,1,11,1,1,21,18,12,16,6,0,5,1,0,0,7,427,2009108271,0.4230769230769231,0.19230769230769232,4.0,1.0,0.0,27.0,0.0,3.0,2.0,0.0,0.0,11.0,0.0,2.0,18.0,15.0,9.0,27.0,6.0,1.0,5.0,3.0,0.0,0.0,533.0,2009112205.0,2.0,0.0,0.0,22.0,0.0,10.0,2.0,23.0,15.0,8.0,18.0,1.0,3.0,2.0,486.0,2009108302.0,0.45454545454545453,0.13636363636363635,KC,PIT,2009,0.23076923076923078,0.22727272727272727,11/22,2009-11/22-KC,2009-10-KC,0.5,0.0,0.0,
MIA-2009111900,3,2,0,22,0,3,1,0,0,8,0,1,21.0,13,6,24,6,0,6,3,0,0,10,467,2009111900,1,0,0,25,0,1,0,1,0,10,0,2,21,15,9,23,6,1,5,2,0,0,8,398,2009110804,0.4,0.2,3.0,2.0,0.0,22.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,21.0,13.0,6.0,24.0,6.0,0.0,6.0,3.0,0.0,0.0,467.0,2009111900.0,1.0,0.0,0.0,22.0,2.0,9.0,1.0,25.0,17.0,8.0,23.0,0.0,6.0,2.0,489.0,2009110805.0,0.4090909090909091,0.2727272727272727,MIA,CAR,2009,0.24,0.13636363636363635,11/19,2009-11/19-MIA,2009-10-MIA,0.0,0.0,0.0,
MIN-2009112206,5,2,0,23,0,5,0,0,0,11,0,0,27.0,7,5,35,5,1,7,5,0,0,10,522,2009112206,3,1,0,25,0,3,1,0,0,9,0,1,23,14,7,31,4,1,3,4,0,0,7,571,2009108037,0.36,0.12,5.0,2.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,7.0,5.0,35.0,5.0,1.0,7.0,5.0,0.0,0.0,522.0,2009112206.0,4.0,0.0,0.0,25.0,3.0,10.0,1.0,25.0,15.0,11.0,29.0,1.0,5.0,3.0,507.0,2009110806.0,0.4,0.2,MIN,SEA,2009,0.16,0.16,11/22,2009-11/22-MIN,2009-10-MIN,0.3333333333333333,0.0,0.0,
NE-2009112211,3,0,0,24,0,3,1,1,0,9,1,1,28.0,15,9,30,6,0,3,4,0,0,10,528,2009112211,2,0,0,25,0,3,1,0,0,10,0,2,25,12,9,29,4,1,5,3,0,0,7,533,2009108274,0.4,0.2,3.0,0.0,0.0,24.0,0.0,3.0,1.0,1.0,0.0,9.0,1.0,1.0,28.0,15.0,9.0,30.0,6.0,0.0,3.0,4.0,0.0,0.0,528.0,2009112211.0,2.0,0.0,0.0,23.0,1.0,9.0,0.0,19.0,12.0,5.0,15.0,2.0,6.0,2.0,364.0,2009108039.0,0.391304347826087,0.2608695652173913,NE,NYJ,2009,0.16,0.21739130434782608,11/22,2009-11/22-NE,2009-10-NE,0.0,0.0,0.0,
