offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDown,DEF_3rdDownSuccess,DEF_CompletePass,DEF_Drive,DEF_ExPointBad,DEF_ExPointGood,DEF_FG_30,DEF_FG_40,DEF_FG_50,DEF_FG_range,DEF_FieldGoalBad,DEF_FieldGoalGood,DEF_FirstDown,DEF_IncompletePass,DEF_Kicker_Pts,DEF_PointsScored,DEF_Punt,DEF_QB Kneel,DEF_RedZone,DEF_Touchdown,DEF_TwoPointConv,DEF_TwoPointGood,DEF_Yards.Gained,DEF_gameid,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_QB Kneel_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_gameid_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
ATL-2015122707,3,1,0,17,0,2,1,1,1,7,1,2,22.0,7,13,20,1,2,6,2,0,0,15,414,2015122707,1,0,0,21,0,1,1,0,0,9,0,2,25,15,9,14,4,1,6,1,0,0,13,382,2015121306,0.42857142857142855,0.2857142857142857,3.0,1.0,0.0,17.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,22.0,7.0,13.0,20.0,1.0,2.0,6.0,2.0,0.0,0.0,414.0,2015122707.0,2.0,0.0,0.0,25.0,2.0,10.0,0.0,25.0,17.0,3.0,21.0,0.0,6.0,3.0,393.0,2015121304.0,0.4,0.24,ATL,CAR,2015,0.19047619047619047,0.2,12/27,2015-12/27-ATL,2015-15-ATL,0.0,0.0,0.0,
BAL-2015122712,2,0,0,21,0,2,1,1,1,10,0,2,28.0,14,14,20,6,0,2,2,0,0,15,474,2015122712,1,1,0,21,0,1,1,0,0,10,0,1,27,17,6,17,5,0,6,2,0,0,13,437,2015121307,0.47619047619047616,0.2857142857142857,2.0,0.0,0.0,21.0,0.0,2.0,1.0,1.0,1.0,10.0,0.0,2.0,28.0,14.0,14.0,20.0,6.0,0.0,2.0,2.0,0.0,0.0,474.0,2015122712.0,2.0,0.0,0.0,24.0,2.0,11.0,1.0,22.0,17.0,6.0,23.0,1.0,7.0,3.0,467.0,2015121308.0,0.4583333333333333,0.2916666666666667,BAL,PIT,2015,0.23809523809523808,0.16666666666666666,12/27,2015-12/27-BAL,2015-15-BAL,1.0,0.0,0.0,
BUF-2015122709,5,2,0,20,1,1,1,0,0,8,0,1,21.0,5,4,22,3,3,4,3,0,0,15,503,2015122709,2,1,0,23,0,2,1,0,0,10,0,1,22,13,9,25,5,0,6,3,0,0,13,505,2015121302,0.43478260869565216,0.2608695652173913,5.0,2.0,0.0,20.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,21.0,5.0,4.0,22.0,3.0,3.0,4.0,3.0,0.0,0.0,503.0,2015122709.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,25.0,14.0,10.0,24.0,1.0,6.0,2.0,490.0,2015121304.0,0.375,0.25,BUF,DAL,2015,0.21739130434782608,0.20833333333333334,12/27,2015-12/27-BUF,2015-15-BUF,0.5,0.0,0.0,
CAR-2015122707,1,0,0,16,0,1,1,1,0,7,0,2,23.0,13,8,13,3,0,6,1,0,0,15,270,2015122707,3,0,0,26,0,5,0,0,0,11,0,0,26,15,8,41,4,1,7,5,0,0,13,538,2015121304,0.4230769230769231,0.2692307692307692,1.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,2.0,23.0,13.0,8.0,13.0,3.0,0.0,6.0,1.0,0.0,0.0,270.0,2015122707.0,2.0,0.0,0.0,22.0,3.0,8.0,1.0,24.0,12.0,6.0,26.0,1.0,6.0,3.0,461.0,2015121306.0,0.36363636363636365,0.2727272727272727,CAR,ATL,2015,0.15384615384615385,0.18181818181818182,12/27,2015-12/27-CAR,2015-15-CAR,0.0,0.0,0.0,
CHI-2015122708,1,0,0,24,0,2,3,1,1,8,0,4,22.0,9,20,26,5,0,4,2,0,0,15,345,2015122708,2,0,0,21,0,2,0,1,1,9,1,1,24,12,11,21,5,0,5,2,0,0,13,495,2015121304,0.42857142857142855,0.23809523809523808,1.0,0.0,0.0,24.0,0.0,2.0,3.0,1.0,1.0,8.0,0.0,4.0,22.0,9.0,20.0,26.0,5.0,0.0,4.0,2.0,0.0,0.0,345.0,2015122708.0,2.0,0.0,0.0,20.0,2.0,8.0,2.0,22.0,9.0,9.0,24.0,1.0,4.0,2.0,407.0,2015121205.0,0.4,0.2,CHI,TB,2015,0.23809523809523808,0.2,12/27,2015-12/27-CHI,2015-15-CHI,0.0,0.0,0.0,
CIN-2015122800,2,0,0,22,0,2,0,1,1,10,1,1,24.0,14,10,17,5,1,6,2,0,0,15,339,2015122800,1,0,0,22,0,3,1,1,0,8,0,2,20,9,11,31,3,0,5,3,0,0,13,406,2015121305,0.36363636363636365,0.22727272727272727,2.0,0.0,0.0,22.0,0.0,2.0,0.0,1.0,1.0,10.0,1.0,1.0,24.0,14.0,10.0,17.0,5.0,1.0,6.0,2.0,0.0,0.0,339.0,2015122800.0,3.0,1.0,0.0,26.0,1.0,9.0,1.0,24.0,18.0,7.0,18.0,2.0,5.0,2.0,366.0,2015121310.0,0.34615384615384615,0.19230769230769232,CIN,DEN,2015,0.13636363636363635,0.23076923076923078,12/28,2015-12/28-CIN,2015-15-CIN,0.0,0.0,0.0,
CLE-2015122704,1,0,0,19,0,1,1,1,1,7,0,2,23.0,19,13,13,3,0,6,1,0,0,15,465,2015122704,3,0,0,18,0,1,1,1,0,8,0,1,24,13,8,13,3,1,5,1,0,0,13,448,2015121307,0.4444444444444444,0.2777777777777778,1.0,0.0,0.0,19.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,23.0,19.0,13.0,13.0,3.0,0.0,6.0,1.0,0.0,0.0,465.0,2015122704.0,2.0,0.0,0.0,21.0,1.0,9.0,0.0,26.0,20.0,4.0,18.0,0.0,6.0,2.0,476.0,2015121307.0,0.42857142857142855,0.2857142857142857,CLE,KC,2015,0.16666666666666666,0.23809523809523808,12/27,2015-12/27-CLE,2015-15-CLE,0.0,0.0,0.0,
DAL-2015122709,1,0,0,19,0,0,1,2,1,8,1,2,21.0,19,15,6,4,1,6,0,0,0,15,353,2015122709,0,0,0,23,0,1,1,0,0,10,0,2,22,15,10,14,5,0,5,1,0,0,13,410,2015121304,0.43478260869565216,0.21739130434782608,1.0,0.0,0.0,19.0,0.0,0.0,1.0,2.0,1.0,8.0,1.0,2.0,21.0,19.0,15.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,353.0,2015122709.0,3.0,0.0,0.0,24.0,2.0,10.0,1.0,24.0,13.0,6.0,26.0,1.0,7.0,3.0,504.0,2015121302.0,0.4166666666666667,0.2916666666666667,DAL,BUF,2015,0.21739130434782608,0.20833333333333334,12/27,2015-12/27-DAL,2015-15-DAL,,0.0,0.0,
DEN-2015122800,2,0,0,21,0,2,2,1,0,10,1,2,28.0,13,11,20,5,0,7,2,0,0,15,470,2015122800,2,0,0,26,0,1,1,0,0,11,0,1,26,17,9,16,5,0,6,1,0,0,13,388,2015121310,0.4230769230769231,0.23076923076923078,2.0,0.0,0.0,21.0,0.0,2.0,2.0,1.0,0.0,10.0,1.0,2.0,28.0,13.0,11.0,20.0,5.0,0.0,7.0,2.0,0.0,0.0,470.0,2015122800.0,2.0,0.0,0.0,23.0,1.0,9.0,1.0,25.0,15.0,10.0,14.0,0.0,5.0,1.0,401.0,2015121305.0,0.391304347826087,0.21739130434782608,DEN,CIN,2015,0.19230769230769232,0.17391304347826086,12/28,2015-12/28-DEN,2015-15-DEN,0.0,0.0,0.0,
DET-2015122705,2,0,0,21,0,2,4,0,0,8,0,4,28.0,10,14,32,3,3,4,3,1,0,15,502,2015122705,1,0,0,21,0,3,0,0,0,9,0,1,24,10,7,26,5,1,5,3,0,0,13,461,2015121236,0.42857142857142855,0.23809523809523808,2.0,0.0,0.0,21.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,4.0,28.0,10.0,14.0,32.0,3.0,3.0,4.0,3.0,1.0,0.0,502.0,2015122705.0,2.0,0.0,0.0,25.0,2.0,9.0,1.0,26.0,11.0,10.0,24.0,1.0,6.0,3.0,458.0,2015121309.0,0.36,0.24,DET,SF,2015,0.23809523809523808,0.2,12/27,2015-12/27-DET,2015-15-DET,0.0,0.0,0.0,
GB-2015122710,3,2,0,23,0,0,0,0,0,11,0,0,25.0,17,0,20,6,1,9,3,1,1,15,235,2015122710,2,0,0,25,0,3,1,0,0,9,0,1,25,17,8,28,5,1,6,3,0,0,13,449,2015121207,0.36,0.24,3.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,25.0,17.0,0.0,20.0,6.0,1.0,9.0,3.0,1.0,1.0,235.0,2015122710.0,2.0,0.0,0.0,22.0,1.0,10.0,1.0,23.0,15.0,6.0,15.0,0.0,6.0,1.0,475.0,2015121203.0,0.45454545454545453,0.2727272727272727,GB,ARI,2015,0.2,0.18181818181818182,12/27,2015-12/27-GB,2015-15-GB,0.0,0.0,0.0,
HOU-2015122703,4,1,0,27,0,3,2,0,0,12,0,2,24.0,11,9,27,6,3,10,3,0,0,15,370,2015122703,2,0,0,24,0,0,1,0,0,11,0,1,23,15,7,14,6,1,8,1,0,0,13,394,2015121302,0.4583333333333333,0.3333333333333333,4.0,1.0,0.0,27.0,0.0,3.0,2.0,0.0,0.0,12.0,0.0,2.0,24.0,11.0,9.0,27.0,6.0,3.0,10.0,3.0,0.0,0.0,370.0,2015122703.0,2.0,0.0,0.0,22.0,2.0,8.0,2.0,20.0,13.0,13.0,33.0,0.0,5.0,4.0,472.0,2015121303.0,0.36363636363636365,0.22727272727272727,HOU,TEN,2015,0.25,0.13636363636363635,12/27,2015-12/27-HOU,2015-15-HOU,0.0,0.0,0.0,
IND-2015122701,3,0,0,19,1,1,1,0,0,10,0,1,24.0,14,4,16,5,1,6,2,0,0,15,333,2015122701,1,0,0,24,0,0,1,0,0,9,0,1,20,17,5,15,6,0,6,1,0,0,13,392,2015121307,0.375,0.25,3.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,24.0,14.0,4.0,16.0,5.0,1.0,6.0,2.0,0.0,0.0,333.0,2015122701.0,3.0,0.0,0.0,24.0,2.0,10.0,1.0,29.0,12.0,10.0,26.0,1.0,6.0,3.0,474.0,2015121337.0,0.4166666666666667,0.25,IND,MIA,2015,0.25,0.16666666666666666,12/27,2015-12/27-IND,2015-15-IND,0.0,0.0,0.0,
JAC-2015122700,4,0,0,21,0,1,0,0,0,10,0,0,21.0,10,1,27,3,0,7,4,3,1,15,511,2015122700,2,0,0,23,0,3,0,0,0,10,0,0,21,14,6,35,4,0,7,5,0,0,13,435,2015121303,0.43478260869565216,0.30434782608695654,4.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,21.0,10.0,1.0,27.0,3.0,0.0,7.0,4.0,3.0,1.0,511.0,2015122700.0,2.0,0.0,0.0,21.0,4.0,9.0,0.0,25.0,11.0,6.0,33.0,1.0,5.0,4.0,492.0,2015121338.0,0.42857142857142855,0.23809523809523808,JAC,NO,2015,0.17391304347826086,0.14285714285714285,12/27,2015-12/27-JAC,2015-15-JAC,0.0,0.0,0.0,
KC-2015122704,3,1,0,18,0,2,0,1,0,7,0,1,20.0,9,6,17,5,0,3,2,0,0,15,375,2015122704,1,0,0,21,0,1,0,0,0,7,0,1,20,6,6,18,4,1,5,2,0,0,13,346,2015121307,0.3333333333333333,0.23809523809523808,3.0,1.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,20.0,9.0,6.0,17.0,5.0,0.0,3.0,2.0,0.0,0.0,375.0,2015122704.0,1.0,0.0,0.0,18.0,2.0,6.0,2.0,21.0,10.0,11.0,27.0,0.0,3.0,3.0,414.0,2015121307.0,0.3333333333333333,0.16666666666666666,KC,CLE,2015,0.19047619047619047,0.16666666666666666,12/27,2015-12/27-KC,2015-15-KC,0.0,0.0,0.0,
MIA-2015122701,3,0,0,18,0,0,2,0,0,9,0,2,25.0,14,6,12,3,0,7,1,1,0,15,412,2015122701,1,0,0,23,0,2,0,0,0,11,0,0,18,13,3,15,7,0,6,2,0,0,13,403,2015121337,0.4782608695652174,0.2608695652173913,3.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,25.0,14.0,6.0,12.0,3.0,0.0,7.0,1.0,1.0,0.0,412.0,2015122701.0,2.0,0.0,0.0,25.0,3.0,10.0,2.0,23.0,14.0,14.0,32.0,1.0,7.0,3.0,463.0,2015121307.0,0.4,0.28,MIA,IND,2015,0.30434782608695654,0.12,12/27,2015-12/27-MIA,2015-15-MIA,0.0,0.0,0.0,
MIN-2015122706,3,0,0,29,0,4,3,0,2,6,0,5,16.0,10,23,43,4,3,4,4,0,0,15,437,2015122706,3,0,0,18,0,2,0,0,0,8,0,1,20,9,7,21,4,0,5,2,0,0,13,389,2015121202,0.4444444444444444,0.2777777777777778,3.0,0.0,0.0,29.0,0.0,4.0,3.0,0.0,2.0,6.0,0.0,5.0,16.0,10.0,23.0,43.0,4.0,3.0,4.0,4.0,0.0,0.0,437.0,2015122706.0,2.0,0.0,0.0,25.0,3.0,12.0,1.0,26.0,17.0,9.0,30.0,0.0,6.0,3.0,603.0,2015121333.0,0.48,0.24,MIN,NYG,2015,0.2222222222222222,0.24,12/27,2015-12/27-MIN,2015-15-MIN,0.0,0.0,0.0,
NE-2015122702,0,0,0,20,0,1,1,1,0,10,0,2,19.0,10,8,13,4,1,7,1,0,0,15,339,2015122702,3,0,0,24,0,3,0,1,0,10,0,2,22,15,11,33,5,1,6,4,0,0,13,544,2015121306,0.4166666666666667,0.25,0.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,2.0,19.0,10.0,8.0,13.0,4.0,1.0,7.0,1.0,0.0,0.0,339.0,2015122702.0,1.0,0.0,0.0,22.0,0.0,9.0,1.0,20.0,17.0,8.0,12.0,0.0,6.0,1.0,453.0,2015121267.0,0.4090909090909091,0.2727272727272727,NE,NYJ,2015,0.20833333333333334,0.22727272727272727,12/27,2015-12/27-NE,2015-15-NE,0.0,0.0,0.0,
NO-2015122700,3,0,0,20,0,5,2,0,1,7,1,1,29.0,12,15,38,2,3,7,5,0,0,15,576,2015122700,2,1,0,21,0,3,1,0,0,10,0,1,26,16,7,28,4,0,5,3,0,0,13,415,2015121338,0.47619047619047616,0.23809523809523808,3.0,0.0,0.0,20.0,0.0,5.0,2.0,0.0,1.0,7.0,1.0,1.0,29.0,12.0,15.0,38.0,2.0,3.0,7.0,5.0,0.0,0.0,576.0,2015122700.0,2.0,0.0,0.0,24.0,2.0,10.0,2.0,24.0,17.0,8.0,26.0,1.0,8.0,3.0,469.0,2015121303.0,0.4166666666666667,0.3333333333333333,NO,JAC,2015,0.19047619047619047,0.20833333333333334,12/27,2015-12/27-NO,2015-15-NO,0.5,0.0,0.0,
NYG-2015122706,1,0,0,28,0,2,1,0,0,13,0,1,24.0,15,5,23,6,0,9,3,0,0,15,535,2015122706,2,0,0,25,0,3,1,0,0,10,0,1,23,14,8,26,5,0,7,3,0,0,13,489,2015121333,0.4,0.28,1.0,0.0,0.0,28.0,0.0,2.0,1.0,0.0,0.0,13.0,0.0,1.0,24.0,15.0,5.0,23.0,6.0,0.0,9.0,3.0,0.0,0.0,535.0,2015122706.0,3.0,1.0,0.0,19.0,3.0,7.0,1.0,23.0,10.0,9.0,28.0,1.0,4.0,3.0,500.0,2015121202.0,0.3684210526315789,0.21052631578947367,NYG,MIN,2015,0.2,0.15789473684210525,12/27,2015-12/27-NYG,2015-15-NYG,0.0,0.0,0.0,
NYJ-2015122702,3,0,0,21,0,2,1,1,0,10,0,2,24.0,16,9,32,5,0,7,4,0,0,15,472,2015122702,1,0,0,22,0,2,1,1,0,10,0,3,27,14,13,27,4,0,6,2,0,0,13,537,2015121267,0.45454545454545453,0.2727272727272727,3.0,0.0,0.0,21.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,2.0,24.0,16.0,9.0,32.0,5.0,0.0,7.0,4.0,0.0,0.0,472.0,2015122702.0,2.0,0.0,0.0,25.0,1.0,9.0,1.0,20.0,12.0,4.0,14.0,0.0,7.0,1.0,314.0,2015121306.0,0.36,0.28,NYJ,NE,2015,0.18181818181818182,0.24,12/27,2015-12/27-NYJ,2015-15-NYJ,0.0,0.0,0.0,
OAK-2015122400,1,0,0,26,0,1,1,1,1,13,0,2,24.0,15,13,21,8,0,3,2,1,1,15,510,2015122400,3,0,0,26,0,1,0,0,0,10,0,0,25,21,5,21,6,1,6,3,0,0,13,401,2015121310,0.38461538461538464,0.23076923076923078,1.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,2.0,24.0,15.0,13.0,21.0,8.0,0.0,3.0,2.0,1.0,1.0,510.0,2015122400.0,1.0,0.0,0.0,20.0,1.0,8.0,0.0,21.0,11.0,6.0,11.0,0.0,4.0,1.0,377.0,2015121309.0,0.4,0.2,OAK,SD,2015,0.23076923076923078,0.25,12/24,2015-12/24-OAK,2015-15-OAK,0.0,0.0,0.0,
PHI-2015122600,3,0,0,27,0,3,1,0,0,12,0,1,33.0,20,6,30,7,0,9,4,0,0,15,472,2015122600,2,0,0,25,0,2,0,0,0,9,0,1,24,13,6,20,5,1,6,2,0,0,13,462,2015121304,0.36,0.24,3.0,0.0,0.0,27.0,0.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,33.0,20.0,6.0,30.0,7.0,0.0,9.0,4.0,0.0,0.0,472.0,2015122600.0,1.0,0.0,0.0,20.0,2.0,9.0,1.0,23.0,13.0,10.0,21.0,0.0,6.0,2.0,480.0,2015121337.0,0.45,0.3,PHI,WAS,2015,0.2,0.2,12/26,2015-12/26-PHI,2015-15-PHI,0.0,0.0,0.0,
PIT-2015122712,1,0,0,22,0,2,1,0,0,11,0,1,26.0,14,5,23,3,0,9,3,0,0,15,333,2015122712,2,0,0,25,0,3,1,2,0,8,0,3,25,14,15,32,3,2,5,3,0,0,13,494,2015121308,0.32,0.2,1.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,26.0,14.0,5.0,23.0,3.0,0.0,9.0,3.0,0.0,0.0,333.0,2015122712.0,2.0,0.0,0.0,22.0,2.0,8.0,0.0,18.0,8.0,5.0,20.0,1.0,7.0,2.0,372.0,2015121307.0,0.36363636363636365,0.3181818181818182,PIT,BAL,2015,0.12,0.22727272727272727,12/27,2015-12/27-PIT,2015-15-PIT,0.0,0.0,0.0,
SD-2015122400,3,1,0,27,0,2,0,3,0,11,1,3,24.0,19,13,29,5,0,8,3,0,0,15,456,2015122400,3,0,0,20,0,1,0,1,0,8,1,1,27,17,7,14,4,0,6,1,0,0,13,404,2015121309,0.4,0.3,3.0,1.0,0.0,27.0,0.0,2.0,0.0,3.0,0.0,11.0,1.0,3.0,24.0,19.0,13.0,29.0,5.0,0.0,8.0,3.0,0.0,0.0,456.0,2015122400.0,1.0,0.0,0.0,27.0,1.0,9.0,2.0,22.0,16.0,11.0,20.0,1.0,5.0,2.0,355.0,2015121310.0,0.3333333333333333,0.18518518518518517,SD,OAK,2015,0.2,0.14814814814814814,12/24,2015-12/24-SD,2015-15-SD,0.0,0.0,0.0,
SEA-2015122711,4,2,0,21,0,2,1,0,0,9,0,1,23.0,19,5,23,5,0,4,3,0,0,15,500,2015122711,4,0,0,18,0,4,1,0,0,6,0,1,23,10,8,34,2,2,4,4,0,0,13,514,2015121309,0.3333333333333333,0.2222222222222222,4.0,2.0,0.0,21.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,23.0,19.0,5.0,23.0,5.0,0.0,4.0,3.0,0.0,0.0,500.0,2015122711.0,1.0,0.0,0.0,22.0,2.0,11.0,1.0,32.0,17.0,8.0,24.0,1.0,8.0,2.0,563.0,2015121206.0,0.5,0.36363636363636365,SEA,STL,2015,0.1111111111111111,0.22727272727272727,12/27,2015-12/27-SEA,2015-15-SEA,0.0,0.0,0.0,
SF-2015122705,2,1,0,20,0,2,0,2,0,10,1,1,22.0,13,9,17,3,0,9,2,0,0,15,383,2015122705,2,0,0,26,0,1,0,0,0,10,0,0,22,15,4,14,7,0,5,2,0,0,13,425,2015121309,0.38461538461538464,0.19230769230769232,2.0,1.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,10.0,1.0,1.0,22.0,13.0,9.0,17.0,3.0,0.0,9.0,2.0,0.0,0.0,383.0,2015122705.0,2.0,0.0,0.0,22.0,2.0,10.0,0.0,23.0,15.0,6.0,24.0,1.0,6.0,3.0,416.0,2015121236.0,0.45454545454545453,0.2727272727272727,SF,DET,2015,0.2692307692307692,0.22727272727272727,12/27,2015-12/27-SF,2015-15-SF,0.0,0.0,0.0,
STL-2015122711,1,0,0,22,1,1,0,1,0,8,0,1,20.0,10,5,16,6,2,7,2,0,0,15,251,2015122711,2,0,0,23,0,2,0,0,0,9,0,0,18,10,4,16,6,2,5,2,0,0,13,387,2015121206,0.391304347826087,0.21739130434782608,1.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,20.0,10.0,5.0,16.0,6.0,2.0,7.0,2.0,0.0,0.0,251.0,2015122711.0,1.0,0.0,0.0,17.0,0.0,8.0,1.0,21.0,15.0,4.0,8.0,0.0,6.0,0.0,336.0,2015121309.0,0.47058823529411764,0.35294117647058826,STL,SEA,2015,0.2608695652173913,0.29411764705882354,12/27,2015-12/27-STL,2015-15-STL,0.0,0.0,0.0,
TB-2015122708,1,0,0,23,0,3,0,0,1,11,1,0,23.0,14,7,21,4,1,9,3,0,0,15,422,2015122708,2,0,0,20,0,2,1,0,0,9,0,1,29,15,8,21,3,1,7,2,0,0,13,486,2015121205,0.45,0.35,1.0,0.0,0.0,23.0,0.0,3.0,0.0,0.0,1.0,11.0,1.0,0.0,23.0,14.0,7.0,21.0,4.0,1.0,9.0,3.0,0.0,0.0,422.0,2015122708.0,4.0,1.0,0.0,22.0,3.0,10.0,0.0,18.0,8.0,6.0,29.0,0.0,6.0,4.0,451.0,2015121304.0,0.45454545454545453,0.2727272727272727,TB,CHI,2015,0.15,0.22727272727272727,12/27,2015-12/27-TB,2015-15-TB,0.0,0.0,0.0,
TEN-2015122703,3,1,0,26,0,0,0,0,0,11,0,0,21.0,26,0,12,9,0,7,2,1,0,15,335,2015122703,4,1,0,23,0,2,0,0,0,10,0,0,21,13,3,21,4,0,8,3,0,0,13,437,2015121303,0.43478260869565216,0.34782608695652173,3.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,21.0,26.0,0.0,12.0,9.0,0.0,7.0,2.0,1.0,0.0,335.0,2015122703.0,2.0,0.0,0.0,23.0,2.0,8.0,1.0,19.0,10.0,9.0,22.0,1.0,4.0,2.0,423.0,2015121302.0,0.34782608695652173,0.17391304347826086,TEN,HOU,2015,0.17391304347826086,0.2608695652173913,12/27,2015-12/27-TEN,2015-15-TEN,0.25,0.0,0.0,
WAS-2015122600,4,0,0,28,1,2,1,0,0,11,0,1,28.0,16,5,31,7,4,7,4,1,1,15,443,2015122600,2,0,0,21,0,3,0,1,0,8,0,1,20,8,9,27,4,1,5,3,0,0,13,469,2015121337,0.38095238095238093,0.23809523809523808,4.0,0.0,0.0,28.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,28.0,16.0,5.0,31.0,7.0,4.0,7.0,4.0,1.0,1.0,443.0,2015122600.0,3.0,0.0,0.0,25.0,3.0,11.0,1.0,27.0,19.0,7.0,33.0,1.0,7.0,4.0,573.0,2015121304.0,0.44,0.28,WAS,PHI,2015,0.19047619047619047,0.24,12/26,2015-12/26-WAS,2015-15-WAS,0.0,0.0,0.0,
ARI-2016010314,2,0,0,21,1,0,0,0,1,11,1,0,24.0,23,4,6,6,0,10,1,0,0,16,410,2016010314,3,1,0,22,0,2,1,0,0,8,0,2,23,11,9,28,3,2,5,3,0,0,14,481,2015121903,0.36363636363636365,0.22727272727272727,2.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,24.0,23.0,4.0,6.0,6.0,0.0,10.0,1.0,0.0,0.0,410.0,2016010314.0,1.0,0.0,0.0,18.0,0.0,7.0,1.0,21.0,14.0,6.0,11.0,1.0,6.0,1.0,322.0,2015122010.0,0.3888888888888889,0.3333333333333333,ARI,SEA,2015,0.13636363636363635,0.2222222222222222,1/03,2015-1/03-ARI,2015-16-ARI,0.3333333333333333,0.0,0.0,
ATL-2016010311,3,0,0,16,0,2,0,1,1,8,0,1,29.0,13,11,17,2,0,5,2,0,0,16,494,2016010311,2,0,0,21,0,1,1,0,0,9,0,1,24,13,8,14,3,1,6,1,0,0,14,383,2015122005,0.42857142857142855,0.2857142857142857,3.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,29.0,13.0,11.0,17.0,2.0,0.0,5.0,2.0,0.0,0.0,494.0,2016010311.0,3.0,0.0,0.0,19.0,2.0,8.0,0.0,22.0,9.0,5.0,26.0,0.0,5.0,3.0,474.0,2015122036.0,0.42105263157894735,0.2631578947368421,ATL,NO,2015,0.14285714285714285,0.15789473684210525,1/03,2015-1/03-ATL,2015-16-ATL,0.0,0.0,0.0,
BAL-2016010302,2,0,0,23,0,1,1,2,1,10,0,3,28.0,26,17,22,4,0,5,2,0,0,16,515,2016010302,1,0,0,20,0,1,1,0,0,10,0,1,26,17,7,17,5,0,5,2,0,0,14,442,2015122010,0.5,0.25,2.0,0.0,0.0,23.0,0.0,1.0,1.0,2.0,1.0,10.0,0.0,3.0,28.0,26.0,17.0,22.0,4.0,0.0,5.0,2.0,0.0,0.0,515.0,2016010302.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,27.0,15.0,11.0,20.0,0.0,5.0,2.0,423.0,2015122038.0,0.375,0.20833333333333334,BAL,CIN,2015,0.25,0.16666666666666666,1/03,2015-1/03-BAL,2015-16-BAL,0.0,0.0,0.0,
