offenseTeam,3rdDown,3rdDownSuccess,Drive,FirstDown,Kicker_Pts,TwoPointConv,Week,gameid,3rdDown_rolling5,3rdDownSuccess_rolling5,CompletePass_rolling5,Drive_rolling5,ExPointBad_rolling5,ExPointGood_rolling5,FG_30_rolling5,FG_40_rolling5,FG_50_rolling5,FG_range_rolling5,FieldGoalBad_rolling5,FieldGoalGood_rolling5,FirstDown_rolling5,IncompletePass_rolling5,Kicker_Pts_rolling5,PointsScored_rolling5,Punt_rolling5,QB Kneel_rolling5,RedZone_rolling5,Touchdown_rolling5,TwoPointConv_rolling5,TwoPointGood_rolling5,Yards.Gained_rolling5,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling5,DEF_3rdDownSuccess_rolling5,DEF_CompletePass_rolling5,DEF_Drive_rolling5,DEF_ExPointGood_rolling5,DEF_FG_range_rolling5,DEF_FieldGoalGood_rolling5,DEF_FirstDown_rolling5,DEF_IncompletePass_rolling5,DEF_Kicker_Pts_rolling5,DEF_PointsScored_rolling5,DEF_RedZone_rolling5,DEF_Touchdown_rolling5,DEF_Yards.Gained_rolling5,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
NYG-2010120504,2,0,27,26.0,7,0,12,2010120504,2,0,0,22,0,2,1,0,0,9,0,2,24,13,8,28,3,1,4,3,0,0,486,0.4090909090909091,0.18181818181818182,0.0,26.0,466.0,2.0,0.0,0.0,25.0,3.0,9.0,1.0,24.0,12.0,7.0,28.0,5.0,3.0,525.0,0.36,0.2,NYG,WAS,2010,0.13636363636363635,0.24,12/05,2010-12/05-NYG,2010-12-NYG,0.0,0.0,0.0,
NYJ-2010120600,3,2,21,24.0,7,0,12,2010120600,2,0,0,25,0,2,2,0,0,10,1,2,26,16,11,21,5,0,4,2,0,0,530,0.4,0.16,2.0,24.0,472.0,2.0,0.0,0.0,20.0,2.0,9.0,1.0,24.0,15.0,7.0,24.0,4.0,3.0,561.0,0.45,0.2,NYJ,NE,2010,0.2,0.15,12/06,2010-12/06-NYJ,2010-12-NYJ,0.0,0.0,0.0,
OAK-2010120509,4,1,20,25.0,4,0,12,2010120509,2,0,0,26,0,2,1,1,0,11,0,1,25,15,9,20,5,0,6,2,0,0,520,0.4230769230769231,0.23076923076923078,1.0,25.0,466.0,2.0,0.0,0.0,21.0,2.0,9.0,0.0,23.0,14.0,4.0,24.0,3.0,3.0,479.0,0.42857142857142855,0.14285714285714285,OAK,SD,2010,0.19230769230769232,0.23809523809523808,12/05,2010-12/05-OAK,2010-12-OAK,0.0,0.0,0.0,
PHI-2010120200,4,0,20,20.0,10,0,12,2010120200,2,0,0,23,0,3,2,0,0,8,0,3,21,12,13,34,3,0,3,3,0,0,532,0.34782608695652173,0.13043478260869565,0.0,20.0,517.0,2.0,0.0,0.0,21.0,2.0,8.0,1.0,23.0,11.0,8.0,24.0,3.0,3.0,492.0,0.38095238095238093,0.14285714285714285,PHI,HOU,2010,0.13043478260869565,0.19047619047619047,12/02,2010-12/02-PHI,2010-12-PHI,0.0,0.0,0.0,
PIT-2010120513,1,0,22,21.0,8,0,12,2010120513,2,0,0,24,0,2,0,1,0,9,0,1,25,14,10,25,5,0,5,2,0,0,507,0.375,0.20833333333333334,0.0,21.0,337.0,1.0,0.0,0.0,21.0,1.0,9.0,1.0,21.0,16.0,7.0,16.0,6.0,1.0,379.0,0.42857142857142855,0.2857142857142857,PIT,BAL,2010,0.20833333333333334,0.2857142857142857,12/05,2010-12/05-PIT,2010-12-PIT,0.0,0.0,0.0,
SD-2010120509,0,0,19,21.0,15,0,12,2010120509,2,0,0,22,0,2,1,0,0,9,0,1,20,9,11,26,3,2,4,3,0,0,472,0.4090909090909091,0.18181818181818182,0.0,21.0,365.0,2.0,0.0,0.0,26.0,2.0,9.0,2.0,25.0,16.0,12.0,22.0,5.0,2.0,447.0,0.34615384615384615,0.19230769230769232,SD,OAK,2010,0.13636363636363635,0.19230769230769232,12/05,2010-12/05-SD,2010-12-SD,0.0,0.0,0.0,
SEA-2010120512,1,0,23,28.0,9,0,12,2010120512,2,0,0,23,0,2,1,1,0,9,0,2,22,14,10,20,3,1,5,2,0,0,441,0.391304347826087,0.21739130434782608,0.0,28.0,428.0,2.0,0.0,0.0,23.0,3.0,9.0,1.0,27.0,12.0,8.0,27.0,4.0,3.0,521.0,0.391304347826087,0.17391304347826086,SEA,CAR,2010,0.13043478260869565,0.17391304347826086,12/05,2010-12/05-SEA,2010-12-SEA,0.0,0.0,0.0,
SF-2010120506,0,0,21,15.0,11,0,12,2010120506,1,0,0,23,0,1,1,0,0,10,0,1,21,13,9,18,5,0,4,1,0,0,456,0.43478260869565216,0.17391304347826086,0.0,15.0,420.0,1.0,0.0,0.0,21.0,0.0,9.0,1.0,21.0,15.0,5.0,12.0,3.0,1.0,417.0,0.42857142857142855,0.14285714285714285,SF,GB,2010,0.21739130434782608,0.23809523809523808,12/05,2010-12/05-SF,2010-12-SF,0.0,0.0,0.0,
STL-2010120511,3,1,22,19.0,16,0,12,2010120511,1,0,0,24,0,2,1,0,0,9,0,2,22,13,12,23,5,0,5,2,0,0,432,0.375,0.20833333333333334,1.0,19.0,399.0,2.0,0.0,0.0,23.0,2.0,8.0,3.0,24.0,12.0,13.0,29.0,5.0,3.0,489.0,0.34782608695652173,0.21739130434782608,STL,ARI,2010,0.20833333333333334,0.13043478260869565,12/05,2010-12/05-STL,2010-12-STL,0.0,0.0,0.0,
TB-2010120507,2,1,24,21.0,6,0,12,2010120507,2,0,0,22,0,2,0,0,0,9,0,0,21,13,5,21,5,0,5,2,0,0,439,0.4090909090909091,0.22727272727272727,1.0,21.0,464.0,2.0,0.0,0.0,20.0,2.0,9.0,0.0,19.0,13.0,4.0,20.0,5.0,2.0,464.0,0.45,0.25,TB,ATL,2010,0.22727272727272727,0.2,12/05,2010-12/05-TB,2010-12-TB,0.0,0.0,0.0,
TEN-2010120502,1,0,16,19.0,6,0,12,2010120502,1,0,0,20,0,0,1,0,0,8,0,1,19,17,5,11,5,0,4,1,0,0,391,0.4,0.2,0.0,19.0,257.0,2.0,0.0,0.0,20.0,1.0,9.0,1.0,21.0,14.0,8.0,16.0,5.0,1.0,436.0,0.45,0.25,TEN,JAC,2010,0.25,0.15,12/05,2010-12/05-TEN,2010-12-TEN,0.0,0.0,0.0,
WAS-2010120504,2,0,28,28.0,4,0,12,2010120504,1,0,0,26,0,1,0,1,0,12,0,1,24,17,9,22,6,0,6,2,0,0,545,0.46153846153846156,0.23076923076923078,0.0,28.0,441.0,2.0,0.0,0.0,23.0,1.0,9.0,1.0,21.0,14.0,8.0,17.0,3.0,1.0,463.0,0.391304347826087,0.13043478260869565,WAS,NYG,2010,0.23076923076923078,0.17391304347826086,12/05,2010-12/05-WAS,2010-12-WAS,0.0,0.0,0.0,
ARI-2010121211,2,0,30,25.0,25,0,13,2010121211,1,0,0,24,0,1,1,1,0,9,0,2,24,21,10,15,6,0,4,1,0,0,486,0.375,0.16666666666666666,0.0,25.0,443.0,2.0,0.0,0.0,25.0,2.0,9.0,2.0,26.0,18.0,12.0,30.0,3.0,3.0,532.0,0.36,0.12,ARI,DEN,2010,0.25,0.16,12/12,2010-12/12-ARI,2010-13-ARI,0.0,0.0,0.0,
ATL-2010121207,3,2,25,28.0,7,0,13,2010121207,2,0,0,21,0,2,1,0,0,7,0,1,24,14,9,27,5,0,3,3,0,0,439,0.3333333333333333,0.14285714285714285,2.0,28.0,362.0,2.0,0.0,0.0,23.0,3.0,9.0,1.0,27.0,12.0,8.0,27.0,4.0,3.0,503.0,0.391304347826087,0.17391304347826086,ATL,CAR,2010,0.23809523809523808,0.17391304347826086,12/12,2010-12/12-ATL,2010-13-ATL,0.0,0.0,0.0,
BAL-2010121300,3,0,24,21.0,4,0,13,2010121300,2,0,0,23,0,2,0,0,0,8,0,1,22,13,5,19,5,0,5,2,0,0,460,0.34782608695652173,0.21739130434782608,0.0,21.0,409.0,2.0,0.0,0.0,22.0,3.0,8.0,1.0,23.0,12.0,8.0,24.0,3.0,3.0,475.0,0.36363636363636365,0.13636363636363635,BAL,HOU,2010,0.21739130434782608,0.18181818181818182,12/13,2010-12/13-BAL,2010-13-BAL,0.0,0.0,0.0,
BUF-2010121201,2,0,20,21.0,7,0,13,2010121201,2,0,0,23,0,2,1,0,0,7,0,1,22,13,6,19,4,0,3,2,0,0,427,0.30434782608695654,0.13043478260869565,0.0,21.0,386.0,2.0,0.0,0.0,23.0,1.0,9.0,1.0,25.0,14.0,11.0,19.0,4.0,2.0,445.0,0.391304347826087,0.17391304347826086,BUF,CLE,2010,0.17391304347826086,0.17391304347826086,12/12,2010-12/12-BUF,2010-13-BUF,0.0,0.0,0.0,
CAR-2010121207,0,0,26,21.0,4,0,13,2010121207,2,0,0,24,0,1,0,1,0,10,0,1,22,13,9,17,6,0,5,1,0,0,463,0.4166666666666667,0.20833333333333334,0.0,21.0,400.0,1.0,0.0,0.0,22.0,2.0,10.0,0.0,20.0,13.0,5.0,17.0,6.0,2.0,444.0,0.45454545454545453,0.2727272727272727,CAR,ATL,2010,0.25,0.22727272727272727,12/12,2010-12/12-CAR,2010-13-CAR,0.0,0.0,0.0,
CHI-2010121200,1,1,19,18.0,1,0,13,2010121200,2,0,0,21,0,2,0,0,0,8,0,1,20,10,9,22,4,1,3,2,0,0,478,0.38095238095238093,0.14285714285714285,1.0,18.0,541.0,2.0,0.0,0.0,20.0,1.0,9.0,0.0,24.0,17.0,5.0,20.0,4.0,2.0,576.0,0.45,0.2,CHI,NE,2010,0.19047619047619047,0.15,12/12,2010-12/12-CHI,2010-13-CHI,0.0,0.0,0.0,
CIN-2010121202,1,0,17,19.0,1,0,13,2010121202,3,0,0,22,0,1,1,0,0,9,0,1,22,15,6,23,4,0,3,3,0,0,424,0.4090909090909091,0.13636363636363635,0.0,19.0,279.0,1.0,0.0,0.0,22.0,1.0,9.0,1.0,24.0,19.0,5.0,16.0,5.0,1.0,424.0,0.4090909090909091,0.22727272727272727,CIN,PIT,2010,0.18181818181818182,0.22727272727272727,12/12,2010-12/12-CIN,2010-13-CIN,0.0,0.0,0.0,
CLE-2010121201,2,2,19,16.0,6,0,13,2010121201,2,0,0,23,0,1,1,0,0,9,0,1,21,12,9,16,5,1,4,1,0,0,399,0.391304347826087,0.17391304347826086,2.0,16.0,276.0,3.0,1.0,0.0,23.0,1.0,9.0,2.0,26.0,15.0,10.0,22.0,4.0,2.0,500.0,0.391304347826087,0.17391304347826086,CLE,BUF,2010,0.21739130434782608,0.17391304347826086,12/12,2010-12/12-CLE,2010-13-CLE,0.0,0.0,0.0,
DAL-2010121213,3,0,24,26.0,16,0,13,2010121213,2,0,0,23,0,2,1,0,0,9,0,2,23,10,11,28,3,0,4,3,0,0,517,0.391304347826087,0.17391304347826086,0.0,26.0,470.0,2.0,0.0,0.0,23.0,3.0,11.0,1.0,22.0,13.0,7.0,26.0,5.0,3.0,497.0,0.4782608695652174,0.21739130434782608,DAL,PHI,2010,0.13043478260869565,0.17391304347826086,12/12,2010-12/12-DAL,2010-13-DAL,0.0,0.0,0.0,
DEN-2010121211,3,1,32,31.0,10,0,13,2010121211,1,0,0,25,0,2,0,0,0,10,0,1,24,18,8,22,5,0,5,2,0,0,518,0.4,0.2,1.0,31.0,685.0,3.0,0.0,0.0,25.0,2.0,9.0,3.0,24.0,14.0,13.0,27.0,5.0,2.0,503.0,0.36,0.2,DEN,ARI,2010,0.2,0.12,12/12,2010-12/12-DEN,2010-13-DEN,0.0,0.0,0.0,
DET-2010121205,3,0,27,25.0,4,0,13,2010121205,2,0,0,22,0,1,0,1,0,9,0,1,24,15,8,17,5,0,5,2,0,0,526,0.4090909090909091,0.22727272727272727,0.0,25.0,369.0,1.0,0.0,0.0,21.0,1.0,9.0,1.0,21.0,12.0,5.0,13.0,3.0,1.0,394.0,0.42857142857142855,0.14285714285714285,DET,GB,2010,0.22727272727272727,0.23809523809523808,12/12,2010-12/12-DET,2010-13-DET,0.0,0.0,0.0,
GB-2010121205,1,0,26,25.0,4,0,13,2010121205,2,0,0,21,0,2,0,0,0,8,0,1,22,10,8,23,4,0,4,2,0,0,453,0.38095238095238093,0.19047619047619047,0.0,25.0,345.0,2.0,0.0,0.0,23.0,3.0,9.0,0.0,22.0,9.0,6.0,22.0,5.0,3.0,414.0,0.391304347826087,0.21739130434782608,GB,DET,2010,0.19047619047619047,0.21739130434782608,12/12,2010-12/12-GB,2010-13-GB,0.0,0.0,0.0,
HOU-2010121300,1,0,25,32.0,13,1,13,2010121300,2,0,0,22,0,2,1,0,0,10,0,1,26,16,8,25,4,0,6,3,0,0,501,0.45454545454545453,0.2727272727272727,0.0,32.0,554.0,1.0,0.0,0.0,23.0,1.0,10.0,1.0,23.0,20.0,8.0,21.0,7.0,2.0,417.0,0.43478260869565216,0.30434782608695654,HOU,BAL,2010,0.18181818181818182,0.2608695652173913,12/13,2010-12/13-HOU,2010-13-HOU,0.0,0.0,0.0,
IND-2010120900,2,0,19,22.0,13,0,13,2010120900,4,0,0,20,0,2,0,0,0,10,0,1,23,14,6,28,3,0,5,3,0,0,457,0.5,0.25,0.0,22.0,428.0,2.0,0.0,0.0,20.0,2.0,9.0,2.0,26.0,12.0,13.0,24.0,4.0,2.0,503.0,0.45,0.2,IND,TEN,2010,0.15,0.15,12/09,2010-12/09-IND,2010-13-IND,0.0,0.0,0.0,
JAC-2010121203,4,1,25,22.0,8,0,13,2010121203,2,0,0,21,0,3,1,1,0,8,0,1,26,11,9,27,3,1,2,3,0,0,519,0.38095238095238093,0.09523809523809523,1.0,22.0,574.0,3.0,1.0,0.0,25.0,3.0,8.0,2.0,25.0,14.0,12.0,29.0,4.0,3.0,497.0,0.32,0.16,JAC,OAK,2010,0.14285714285714285,0.2,12/12,2010-12/12-JAC,2010-13-JAC,0.0,0.0,0.0,
KC-2010121212,1,1,19,14.0,0,0,13,2010121212,2,0,0,21,0,2,0,0,0,9,0,0,24,14,5,24,5,0,4,3,0,0,476,0.42857142857142855,0.19047619047619047,1.0,14.0,251.0,2.0,0.0,0.0,21.0,2.0,9.0,0.0,22.0,12.0,3.0,19.0,3.0,2.0,420.0,0.42857142857142855,0.14285714285714285,KC,SD,2010,0.23809523809523808,0.23809523809523808,12/12,2010-12/12-KC,2010-13-KC,0.0,0.0,0.0,
MIA-2010121210,3,1,31,18.0,5,0,13,2010121210,2,1,0,25,0,1,0,1,0,10,0,1,21,14,10,16,5,1,5,1,0,0,403,0.4,0.2,1.0,18.0,297.0,2.0,0.0,0.0,26.0,2.0,10.0,1.0,20.0,15.0,7.0,22.0,5.0,2.0,395.0,0.38461538461538464,0.19230769230769232,MIA,NYJ,2010,0.2,0.23076923076923078,12/12,2010-12/12-MIA,2010-13-MIA,0.5,0.0,0.0,
MIN-2010121301,0,0,27,20.0,3,0,13,2010121301,2,0,0,24,0,1,1,0,0,10,0,1,22,14,5,16,6,0,3,1,0,0,425,0.4166666666666667,0.125,0.0,20.0,355.0,2.0,0.0,0.0,24.0,1.0,9.0,1.0,22.0,16.0,8.0,16.0,3.0,1.0,466.0,0.375,0.125,MIN,NYG,2010,0.25,0.20833333333333334,12/13,2010-12/13-MIN,2010-13-MIN,0.0,0.0,0.0,
NE-2010121200,4,1,20,28.0,11,0,13,2010121200,3,0,0,20,0,4,1,0,0,7,0,1,23,10,9,36,3,1,3,4,0,0,513,0.35,0.15,1.0,28.0,517.0,2.0,0.0,0.0,20.0,1.0,8.0,2.0,21.0,13.0,9.0,17.0,3.0,1.0,458.0,0.4,0.15,NE,CHI,2010,0.15,0.2,12/12,2010-12/12-NE,2010-13-NE,0.0,0.0,0.0,
NO-2010121208,5,1,22,23.0,7,0,13,2010121208,4,0,0,21,0,3,1,0,0,8,0,1,24,14,10,31,2,0,4,3,0,0,498,0.38095238095238093,0.19047619047619047,1.0,23.0,426.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,24.0,16.0,10.0,24.0,4.0,2.0,514.0,0.375,0.16666666666666666,NO,STL,2010,0.09523809523809523,0.16666666666666666,12/12,2010-12/12-NO,2010-13-NO,0.0,0.0,0.0,
NYG-2010121301,4,1,26,27.0,3,0,13,2010121301,2,0,0,23,0,2,1,0,0,9,0,1,24,13,6,23,5,0,5,2,0,0,488,0.391304347826087,0.21739130434782608,1.0,27.0,521.0,3.0,0.0,0.0,24.0,2.0,8.0,1.0,21.0,12.0,6.0,19.0,4.0,2.0,428.0,0.3333333333333333,0.16666666666666666,NYG,MIN,2010,0.21739130434782608,0.20833333333333334,12/13,2010-12/13-NYG,2010-13-NYG,0.0,0.0,0.0,
NYJ-2010121210,2,1,30,30.0,7,0,13,2010121210,2,0,0,26,0,1,1,0,0,9,1,1,27,17,11,17,5,0,3,1,0,0,488,0.34615384615384615,0.11538461538461539,1.0,30.0,383.0,2.0,1.0,0.0,24.0,1.0,9.0,1.0,22.0,16.0,9.0,13.0,4.0,1.0,367.0,0.375,0.16666666666666666,NYJ,MIA,2010,0.19230769230769232,0.25,12/12,2010-12/12-NYJ,2010-13-NYJ,0.0,0.0,0.0,
OAK-2010121203,4,1,26,23.0,7,0,13,2010121203,2,0,0,26,0,2,0,0,0,11,0,1,25,15,7,20,5,0,6,2,0,0,504,0.4230769230769231,0.23076923076923078,1.0,23.0,575.0,2.0,0.0,0.0,20.0,1.0,9.0,1.0,20.0,12.0,9.0,19.0,5.0,2.0,439.0,0.45,0.25,OAK,JAC,2010,0.19230769230769232,0.15,12/12,2010-12/12-OAK,2010-13-OAK,0.0,0.0,0.0,
PHI-2010121213,2,0,25,15.0,18,0,13,2010121213,2,0,0,23,0,3,2,0,0,9,0,2,20,12,14,33,3,1,3,3,0,0,547,0.391304347826087,0.13043478260869565,0.0,15.0,537.0,3.0,1.0,0.0,23.0,2.0,10.0,1.0,23.0,14.0,11.0,31.0,6.0,3.0,543.0,0.43478260869565216,0.2608695652173913,PHI,DAL,2010,0.13043478260869565,0.13043478260869565,12/12,2010-12/12-PHI,2010-13-PHI,0.0,0.0,0.0,
PIT-2010121202,0,0,18,23.0,10,0,13,2010121202,2,0,0,22,0,1,1,1,0,9,0,2,26,15,9,21,5,0,5,2,0,0,513,0.4090909090909091,0.22727272727272727,0.0,23.0,439.0,1.0,0.0,0.0,22.0,2.0,8.0,1.0,22.0,12.0,9.0,26.0,4.0,3.0,477.0,0.36363636363636365,0.18181818181818182,PIT,CIN,2010,0.22727272727272727,0.18181818181818182,12/12,2010-12/12-PIT,2010-13-PIT,0.0,0.0,0.0,
SD-2010121212,6,1,18,23.0,8,0,13,2010121212,2,0,0,21,0,2,1,0,0,8,0,1,21,8,11,26,2,1,3,3,0,0,458,0.38095238095238093,0.14285714285714285,1.0,23.0,515.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,22.0,15.0,7.0,21.0,4.0,2.0,470.0,0.4090909090909091,0.18181818181818182,SD,KC,2010,0.09523809523809523,0.18181818181818182,12/12,2010-12/12-SD,2010-13-SD,0.0,0.0,0.0,
SEA-2010121209,3,1,25,28.0,6,0,13,2010121209,2,0,0,24,0,2,1,1,0,9,0,2,25,15,11,24,2,1,5,2,0,0,489,0.375,0.20833333333333334,1.0,28.0,581.0,2.0,0.0,0.0,23.0,2.0,9.0,1.0,23.0,13.0,8.0,21.0,3.0,2.0,467.0,0.391304347826087,0.13043478260869565,SEA,SF,2010,0.08333333333333333,0.21739130434782608,12/12,2010-12/12-SEA,2010-13-SEA,0.0,0.0,0.0,
SF-2010121209,4,0,26,13.0,16,0,13,2010121209,1,0,0,24,0,1,2,0,0,10,0,2,20,13,10,19,5,0,3,1,0,0,439,0.4166666666666667,0.125,0.0,13.0,435.0,3.0,0.0,0.0,23.0,3.0,9.0,1.0,23.0,15.0,6.0,30.0,3.0,4.0,540.0,0.391304347826087,0.13043478260869565,SF,SEA,2010,0.20833333333333334,0.17391304347826086,12/12,2010-12/12-SF,2010-13-SF,0.0,0.0,0.0,
STL-2010121208,1,0,23,19.0,11,0,13,2010121208,1,0,0,24,0,1,1,1,0,10,0,2,21,14,11,22,5,0,5,2,0,0,458,0.4166666666666667,0.20833333333333334,0.0,19.0,484.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,22.0,14.0,11.0,20.0,4.0,2.0,480.0,0.4090909090909091,0.18181818181818182,STL,NO,2010,0.20833333333333334,0.13636363636363635,12/12,2010-12/12-STL,2010-13-STL,0.0,0.0,0.0,
TB-2010121204,3,0,22,20.0,10,1,13,2010121204,2,0,0,23,0,2,1,0,0,9,0,1,22,13,6,20,5,1,5,2,0,0,427,0.391304347826087,0.21739130434782608,0.0,20.0,437.0,2.0,0.0,0.0,23.0,2.0,9.0,1.0,22.0,9.0,8.0,25.0,4.0,2.0,509.0,0.391304347826087,0.17391304347826086,TB,WAS,2010,0.21739130434782608,0.21739130434782608,12/12,2010-12/12-TB,2010-13-TB,0.0,0.0,0.0,
TEN-2010120900,3,1,20,26.0,4,0,13,2010120900,2,0,0,20,0,1,0,0,0,8,0,1,21,15,5,12,4,0,4,1,0,0,390,0.4,0.2,1.0,26.0,543.0,2.0,0.0,0.0,21.0,2.0,9.0,2.0,24.0,8.0,10.0,28.0,3.0,3.0,495.0,0.42857142857142855,0.14285714285714285,TEN,IND,2010,0.2,0.14285714285714285,12/09,2010-12/09-TEN,2010-13-TEN,0.0,0.0,0.0,
WAS-2010121204,0,0,21,24.0,8,0,13,2010121204,1,0,0,23,0,1,0,1,0,10,1,1,24,16,9,19,5,0,5,2,0,0,511,0.43478260869565216,0.21739130434782608,0.0,24.0,501.0,1.0,0.0,0.0,22.0,1.0,8.0,1.0,24.0,15.0,6.0,15.0,3.0,1.0,439.0,0.36363636363636365,0.13636363636363635,WAS,TB,2010,0.21739130434782608,0.22727272727272727,12/12,2010-12/12-WAS,2010-13-WAS,0.0,0.0,0.0,
ARI-2010121907,2,1,22,17.0,6,1,14,2010121907,1,0,0,23,0,0,1,1,0,9,0,2,22,20,10,14,6,0,3,1,0,0,466,0.391304347826087,0.13043478260869565,1.0,17.0,468.0,2.0,0.0,0.0,23.0,2.0,8.0,1.0,25.0,14.0,8.0,24.0,3.0,2.0,484.0,0.34782608695652173,0.13043478260869565,ARI,CAR,2010,0.2608695652173913,0.17391304347826086,12/19,2010-12/19-ARI,2010-14-ARI,0.0,0.0,0.0,
ATL-2010121910,4,2,23,25.0,9,0,14,2010121910,2,0,0,22,0,3,1,0,0,7,0,1,25,13,8,28,4,1,3,3,0,0,428,0.3181818181818182,0.13636363636363635,2.0,25.0,359.0,4.0,0.0,0.0,22.0,3.0,8.0,1.0,23.0,13.0,7.0,32.0,3.0,4.0,499.0,0.36363636363636365,0.13636363636363635,ATL,SEA,2010,0.18181818181818182,0.18181818181818182,12/19,2010-12/19-ATL,2010-14-ATL,0.0,0.0,0.0,
BAL-2010121909,2,0,23,16.0,12,0,14,2010121909,2,0,0,23,0,2,1,0,0,8,0,1,21,12,7,21,6,0,5,2,0,0,472,0.34782608695652173,0.21739130434782608,0.0,16.0,462.0,2.0,0.0,0.0,21.0,1.0,8.0,2.0,20.0,12.0,12.0,25.0,4.0,2.0,508.0,0.38095238095238093,0.19047619047619047,BAL,NO,2010,0.2608695652173913,0.14285714285714285,12/19,2010-12/19-BAL,2010-14-BAL,0.0,0.0,0.0,
BUF-2010121901,1,0,20,21.0,5,0,14,2010121901,2,0,0,22,0,2,1,0,0,7,0,1,21,13,6,20,4,0,3,2,0,0,415,0.3181818181818182,0.13636363636363635,0.0,21.0,308.0,1.0,0.0,0.0,24.0,1.0,9.0,1.0,22.0,14.0,8.0,13.0,4.0,1.0,358.0,0.375,0.16666666666666666,BUF,MIA,2010,0.18181818181818182,0.25,12/19,2010-12/19-BUF,2010-14-BUF,0.0,0.0,0.0,
CAR-2010121907,0,0,23,19.0,14,0,14,2010121907,1,0,0,24,0,1,0,1,0,10,0,2,21,11,9,18,6,0,5,1,0,0,449,0.4166666666666667,0.20833333333333334,0.0,19.0,362.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,22.0,12.0,12.0,23.0,4.0,2.0,462.0,0.375,0.16666666666666666,CAR,ARI,2010,0.25,0.125,12/19,2010-12/19-CAR,2010-14-CAR,0.0,0.0,0.0,
CHI-2010122000,1,0,27,21.0,15,0,14,2010122000,1,0,0,21,0,2,1,0,0,8,0,1,20,10,9,23,4,1,3,2,0,0,471,0.38095238095238093,0.14285714285714285,0.0,21.0,482.0,2.0,0.0,0.0,24.0,2.0,8.0,1.0,21.0,11.0,7.0,21.0,4.0,2.0,421.0,0.3333333333333333,0.16666666666666666,CHI,MIN,2010,0.19047619047619047,0.20833333333333334,12/20,2010-12/20-CHI,2010-14-CHI,0.0,0.0,0.0,
CIN-2010121902,2,0,17,23.0,13,0,14,2010121902,2,0,0,20,0,1,1,0,0,8,0,1,22,15,8,21,3,1,3,2,0,0,430,0.4,0.15,0.0,23.0,523.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,23.0,12.0,11.0,17.0,4.0,1.0,433.0,0.4090909090909091,0.18181818181818182,CIN,CLE,2010,0.15,0.13636363636363635,12/19,2010-12/19-CIN,2010-14-CIN,0.0,0.0,0.0,
CLE-2010121902,1,0,16,15.0,5,0,14,2010121902,1,0,0,21,0,1,1,0,0,8,0,1,20,10,8,15,5,1,3,1,0,0,389,0.38095238095238093,0.14285714285714285,0.0,15.0,396.0,1.0,0.0,0.0,20.0,3.0,8.0,1.0,21.0,10.0,8.0,26.0,3.0,3.0,494.0,0.4,0.15,CLE,CIN,2010,0.23809523809523808,0.2,12/19,2010-12/19-CLE,2010-14-CLE,0.0,0.0,0.0,
DAL-2010121905,3,2,22,25.0,18,0,14,2010121905,2,0,0,22,0,2,1,1,0,9,0,2,25,10,13,29,3,0,4,3,0,0,504,0.4090909090909091,0.18181818181818182,2.0,25.0,522.0,2.0,0.0,0.0,22.0,1.0,8.0,2.0,23.0,10.0,10.0,21.0,4.0,2.0,481.0,0.36363636363636365,0.18181818181818182,DAL,WAS,2010,0.13636363636363635,0.22727272727272727,12/19,2010-12/19-DAL,2010-14-DAL,0.0,0.0,0.0,
DEN-2010121912,1,1,28,15.0,13,0,14,2010121912,1,0,0,26,0,1,0,1,0,11,0,1,23,18,8,19,6,0,5,2,0,0,484,0.4230769230769231,0.19230769230769232,1.0,15.0,456.0,2.0,1.0,0.0,24.0,3.0,8.0,2.0,21.0,13.0,13.0,28.0,4.0,3.0,490.0,0.3333333333333333,0.16666666666666666,DEN,OAK,2010,0.23076923076923078,0.16666666666666666,12/19,2010-12/19-DEN,2010-14-DEN,0.0,0.0,0.0,
DET-2010121908,2,0,17,28.0,12,0,14,2010121908,2,0,0,21,0,2,0,1,0,9,0,1,24,13,9,19,5,0,4,2,0,0,524,0.42857142857142855,0.19047619047619047,0.0,28.0,568.0,1.0,0.0,0.0,21.0,1.0,8.0,1.0,25.0,15.0,6.0,16.0,4.0,2.0,466.0,0.38095238095238093,0.19047619047619047,DET,TB,2010,0.23809523809523808,0.23809523809523808,12/19,2010-12/19-DET,2010-14-DET,0.0,0.0,0.0,
GB-2010121913,4,1,21,25.0,9,0,14,2010121913,2,0,0,21,0,2,1,0,0,8,0,1,22,12,7,23,4,0,4,2,0,0,461,0.38095238095238093,0.19047619047619047,1.0,25.0,510.0,3.0,0.0,0.0,20.0,2.0,8.0,0.0,23.0,16.0,6.0,20.0,3.0,2.0,554.0,0.4,0.15,GB,NE,2010,0.19047619047619047,0.15,12/19,2010-12/19-GB,2010-14-GB,0.0,0.0,0.0,
