offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
DAL-2009110103,4,0,0,23,0,4,0,2,0,10,1,1,27.0,18,11,31,4,0,5,4,0,0,7,422,2009110103,3,0,0,23,0,3,1,1,0,9,0,2,22,13,11,29,3,1,4,3,0,0,5,508,2009104572,0.391304347826087,0.17391304347826086,0.0,27.0,422.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,24.0,13.0,6.0,21.0,5.0,2.0,404.0,0.4090909090909091,0.22727272727272727,DAL,SEA,2009,0.13043478260869565,0.2727272727272727,11/01,2009-11/01-DAL,2009-7-DAL,0.0,0.0,0.0,
DEN-2009110100,0,0,0,22,0,1,0,0,0,11,0,0,23.0,16,1,7,8,0,8,1,0,0,7,347,2009110100,1,0,0,22,0,2,1,0,0,10,0,1,23,14,8,20,5,0,4,2,0,0,5,471,2009104370,0.45454545454545453,0.18181818181818182,0.0,23.0,347.0,1.0,0.0,0.0,22.0,2.0,11.0,1.0,23.0,13.0,8.0,21.0,6.0,2.0,444.0,0.5,0.2727272727272727,DEN,BAL,2009,0.22727272727272727,0.22727272727272727,11/01,2009-11/01-DEN,2009-7-DEN,0.0,0.0,0.0,
DET-2009110104,2,0,0,20,0,0,0,0,0,11,0,0,22.0,20,0,8,7,0,8,1,1,1,7,404,2009110104,2,0,0,20,0,0,0,1,0,9,0,0,22,16,4,7,5,0,5,0,0,0,5,393,2009104336,0.45,0.25,0.0,22.0,404.0,3.0,0.0,0.0,21.0,2.0,10.0,0.0,26.0,16.0,4.0,24.0,5.0,3.0,501.0,0.47619047619047616,0.23809523809523808,DET,STL,2009,0.25,0.23809523809523808,11/01,2009-11/01-DET,2009-7-DET,0.0,0.0,0.0,
GB-2009110105,3,0,0,27,0,2,2,0,1,12,1,2,25.0,17,12,26,5,0,6,3,1,0,7,569,2009110105,3,0,0,22,0,2,2,0,0,8,0,2,25,10,12,27,3,0,5,3,0,0,6,559,2009104802,0.36363636363636365,0.22727272727272727,0.0,25.0,569.0,2.0,0.0,0.0,24.0,2.0,10.0,1.0,22.0,14.0,9.0,25.0,4.0,3.0,535.0,0.4166666666666667,0.16666666666666666,GB,MIN,2009,0.13636363636363635,0.25,11/01,2009-11/01-GB,2009-7-GB,0.0,0.0,0.0,
HOU-2009110101,4,1,0,23,0,2,2,1,0,10,0,3,25.0,9,12,31,1,4,4,3,1,1,7,501,2009110101,4,0,0,23,0,3,1,0,0,9,0,1,26,10,10,27,3,2,3,3,0,0,6,490,2009104801,0.391304347826087,0.13043478260869565,1.0,25.0,501.0,1.0,0.0,0.0,25.0,1.0,12.0,1.0,28.0,16.0,9.0,17.0,7.0,1.0,503.0,0.48,0.28,HOU,BUF,2009,0.13043478260869565,0.16,11/01,2009-11/01-HOU,2009-7-HOU,0.0,0.0,0.0,
IND-2009110106,1,0,0,26,0,0,3,1,0,11,0,4,24.0,18,13,18,7,0,5,1,1,0,7,518,2009110106,2,0,0,22,0,3,1,0,0,9,0,1,24,12,8,28,5,0,5,3,0,0,5,489,2009104574,0.4090909090909091,0.22727272727272727,0.0,24.0,518.0,3.0,0.0,0.0,24.0,3.0,9.0,2.0,24.0,13.0,11.0,29.0,4.0,3.0,489.0,0.375,0.16666666666666666,IND,SF,2009,0.22727272727272727,0.20833333333333334,11/01,2009-11/01-IND,2009-7-IND,0.0,0.0,0.0,
JAC-2009110109,1,1,0,22,1,1,0,0,0,10,1,0,16.0,17,0,13,7,0,8,2,0,0,7,526,2009110109,2,0,0,22,0,1,0,0,0,11,0,0,23,15,3,16,6,0,5,2,0,0,5,506,2009104340,0.5,0.22727272727272727,1.0,16.0,526.0,2.0,0.0,0.0,23.0,4.0,8.0,0.0,23.0,11.0,6.0,34.0,4.0,4.0,544.0,0.34782608695652173,0.17391304347826086,JAC,TEN,2009,0.2727272727272727,0.17391304347826086,11/01,2009-11/01-JAC,2009-7-JAC,0.0,0.0,0.0,
MIA-2009110107,2,0,0,27,0,2,0,1,0,9,0,1,14.0,11,6,23,7,3,7,3,1,0,7,270,2009110107,3,0,0,25,0,3,1,0,0,10,0,1,18,12,7,33,5,1,6,4,0,0,5,433,2009104605,0.4,0.24,0.0,14.0,270.0,2.0,0.0,0.0,25.0,1.0,9.0,1.0,21.0,14.0,6.0,13.0,5.0,1.0,358.0,0.36,0.2,MIA,NYJ,2009,0.2,0.24,11/01,2009-11/01-MIA,2009-7-MIA,0.0,0.0,0.0,
MIN-2009110105,4,3,0,26,0,5,0,1,0,6,0,1,17.0,11,9,38,3,0,1,5,0,0,7,548,2009110105,3,1,0,24,0,3,1,0,0,10,0,2,22,12,10,33,4,0,3,4,0,0,6,563,2009104804,0.4166666666666667,0.125,3.0,17.0,548.0,3.0,1.0,0.0,22.0,1.0,7.0,0.0,18.0,15.0,4.0,13.0,2.0,1.0,358.0,0.3181818181818182,0.09090909090909091,MIN,GB,2009,0.16666666666666666,0.18181818181818182,11/01,2009-11/01-MIN,2009-7-MIN,0.3333333333333333,0.0,0.0,
NO-2009110200,5,2,0,25,0,5,1,0,0,11,1,0,25.0,10,7,35,2,1,7,5,0,0,7,546,2009110200,4,1,0,26,0,4,0,0,0,10,1,0,26,11,8,42,3,0,5,6,0,0,6,613,2009104838,0.38461538461538464,0.19230769230769232,2.0,25.0,546.0,4.0,0.0,0.0,23.0,3.0,9.0,1.0,22.0,12.0,7.0,26.0,4.0,3.0,490.0,0.391304347826087,0.17391304347826086,NO,ATL,2009,0.11538461538461539,0.13043478260869565,11/02,2009-11/02-NO,2009-7-NO,0.25,0.0,0.0,
NYG-2009110111,3,0,0,24,0,2,0,2,0,10,1,1,25.0,19,9,17,3,0,2,2,0,0,7,567,2009110111,2,0,0,26,0,2,0,1,0,11,0,1,22,19,8,20,4,0,5,2,0,0,6,527,2009104808,0.4230769230769231,0.19230769230769232,0.0,25.0,567.0,2.0,0.0,0.0,26.0,1.0,11.0,1.0,25.0,15.0,7.0,17.0,5.0,2.0,494.0,0.4230769230769231,0.19230769230769232,NYG,PHI,2009,0.15384615384615385,0.19230769230769232,11/01,2009-11/01-NYG,2009-7-NYG,0.0,0.0,0.0,
NYJ-2009110107,1,0,0,26,0,1,1,0,1,11,0,2,27.0,18,9,33,7,0,3,4,3,1,7,514,2009110107,2,0,0,25,0,2,1,0,0,11,0,1,25,15,10,28,5,0,5,3,1,0,6,499,2009104808,0.44,0.2,0.0,27.0,514.0,3.0,1.0,0.0,25.0,2.0,10.0,2.0,25.0,16.0,11.0,35.0,4.0,4.0,521.0,0.4,0.16,NYJ,MIA,2009,0.2,0.16,11/01,2009-11/01-NYJ,2009-7-NYJ,0.0,0.0,0.0,0.0
OAK-2009110108,2,0,0,19,0,1,1,2,0,6,0,3,16.0,8,12,16,4,0,3,1,0,0,7,342,2009110108,2,0,0,23,0,0,0,1,0,10,0,1,21,11,6,9,5,1,6,0,0,0,6,365,2009104808,0.43478260869565216,0.2608695652173913,0.0,16.0,342.0,2.0,1.0,0.0,22.0,1.0,8.0,1.0,18.0,12.0,9.0,20.0,2.0,2.0,439.0,0.36363636363636365,0.09090909090909091,OAK,SD,2009,0.21739130434782608,0.18181818181818182,11/01,2009-11/01-OAK,2009-7-OAK,0.0,0.0,0.0,
PHI-2009110111,2,1,0,23,1,4,2,0,0,7,1,2,16.0,6,9,40,3,1,3,5,0,0,7,520,2009110111,1,1,0,25,0,2,0,2,0,9,1,2,20,13,12,23,6,1,5,2,0,0,6,399,2009104839,0.36,0.2,1.0,16.0,520.0,3.0,0.0,0.0,25.0,4.0,8.0,1.0,21.0,10.0,6.0,39.0,3.0,5.0,531.0,0.32,0.12,PHI,NYG,2009,0.24,0.2,11/01,2009-11/01-PHI,2009-7-PHI,1.0,0.0,0.0,
SD-2009110108,3,0,0,20,0,3,1,0,0,8,0,1,23.0,10,6,24,3,3,4,3,0,0,7,422,2009110108,3,0,0,22,0,2,1,1,0,9,0,2,21,12,14,25,3,2,4,2,0,0,6,478,2009104837,0.4090909090909091,0.18181818181818182,0.0,23.0,422.0,3.0,0.0,0.0,23.0,2.0,9.0,1.0,22.0,14.0,11.0,23.0,5.0,2.0,410.0,0.391304347826087,0.21739130434782608,SD,OAK,2009,0.13636363636363635,0.17391304347826086,11/01,2009-11/01-SD,2009-7-SD,0.0,0.0,0.0,
SEA-2009110103,2,1,0,24,0,2,0,1,0,12,0,1,23.0,17,6,23,6,0,8,3,0,0,7,494,2009110103,2,1,0,23,0,2,0,0,0,10,0,1,21,17,6,20,5,1,7,2,0,0,5,392,2009104341,0.43478260869565216,0.30434782608695654,1.0,23.0,494.0,2.0,0.0,0.0,23.0,2.0,10.0,1.0,25.0,19.0,7.0,25.0,7.0,3.0,465.0,0.43478260869565216,0.30434782608695654,SEA,DAL,2009,0.21739130434782608,0.2608695652173913,11/01,2009-11/01-SEA,2009-7-SEA,0.5,0.0,0.0,
SF-2009110106,1,0,0,25,0,2,0,0,0,12,0,0,24.0,13,2,14,8,0,6,2,0,0,7,440,2009110106,1,0,0,24,0,2,0,0,0,11,0,0,23,16,4,15,6,0,6,2,0,0,5,475,2009104572,0.4583333333333333,0.25,0.0,24.0,440.0,1.0,0.0,0.0,22.0,0.0,10.0,1.0,21.0,14.0,7.0,11.0,5.0,1.0,419.0,0.45454545454545453,0.22727272727272727,SF,IND,2009,0.25,0.22727272727272727,11/01,2009-11/01-SF,2009-7-SF,0.0,0.0,0.0,
STL-2009110104,3,1,0,21,0,2,0,1,0,8,0,1,26.0,20,6,17,5,2,4,2,0,0,7,419,2009110104,2,0,0,21,0,1,0,0,0,9,0,1,22,15,7,14,5,0,3,1,0,0,6,438,2009104803,0.42857142857142855,0.14285714285714285,1.0,26.0,419.0,3.0,1.0,0.0,21.0,2.0,8.0,1.0,24.0,11.0,8.0,25.0,3.0,3.0,501.0,0.38095238095238093,0.14285714285714285,STL,DET,2009,0.23809523809523808,0.14285714285714285,11/01,2009-11/01-STL,2009-7-STL,0.0,0.0,0.0,
TEN-2009110109,3,0,0,23,0,3,1,2,0,10,0,3,19.0,3,14,30,4,2,3,3,0,0,7,460,2009110109,2,0,0,24,0,1,0,1,0,11,0,2,19,11,8,13,4,1,5,1,0,0,5,389,2009104343,0.4583333333333333,0.20833333333333334,0.0,19.0,460.0,2.0,0.0,0.0,22.0,2.0,8.0,2.0,20.0,9.0,11.0,25.0,3.0,2.0,428.0,0.36363636363636365,0.13636363636363635,TEN,JAC,2009,0.16666666666666666,0.18181818181818182,11/01,2009-11/01-TEN,2009-7-TEN,0.0,0.0,0.0,
ARI-2009110801,5,0,0,23,0,5,1,1,0,8,0,2,26.0,12,12,41,4,0,3,5,0,0,8,523,2009110801,3,0,0,26,0,3,0,0,0,10,0,1,25,16,7,30,5,1,5,4,0,0,7,490,2009107807,0.38461538461538464,0.19230769230769232,0.0,26.0,523.0,4.0,0.0,0.0,22.0,3.0,9.0,1.0,22.0,10.0,6.0,32.0,3.0,4.0,493.0,0.4090909090909091,0.13636363636363635,ARI,CHI,2009,0.19230769230769232,0.13636363636363635,11/08,2009-11/08-ARI,2009-8-ARI,0.0,0.0,0.0,
ATL-2009110800,1,0,0,18,0,3,1,0,0,6,0,1,17.0,7,6,24,3,3,1,3,0,0,8,439,2009110800,2,0,0,21,0,2,1,0,0,8,0,1,22,16,8,29,3,1,3,4,0,0,7,505,2009107836,0.38095238095238093,0.14285714285714285,0.0,17.0,439.0,1.0,0.0,0.0,23.0,1.0,7.0,2.0,20.0,11.0,10.0,18.0,3.0,1.0,384.0,0.30434782608695654,0.13043478260869565,ATL,WAS,2009,0.14285714285714285,0.2608695652173913,11/08,2009-11/08-ATL,2009-8-ATL,0.0,0.0,0.0,
BAL-2009110802,1,0,0,23,0,1,1,0,0,11,1,0,24.0,16,3,7,5,0,4,1,0,0,8,342,2009110802,1,0,0,23,0,2,1,0,0,9,0,1,22,11,8,24,5,0,4,3,0,0,6,473,2009107568,0.391304347826087,0.17391304347826086,0.0,24.0,342.0,3.0,0.0,0.0,22.0,2.0,10.0,0.0,25.0,13.0,4.0,15.0,2.0,2.0,445.0,0.45454545454545453,0.09090909090909091,BAL,CIN,2009,0.21739130434782608,0.18181818181818182,11/08,2009-11/08-BAL,2009-8-BAL,0.0,0.0,0.0,
CAR-2009110807,1,1,0,22,0,2,2,0,0,9,0,2,26.0,12,8,26,3,0,4,3,0,0,8,471,2009110807,1,0,0,24,0,2,1,0,0,10,0,1,24,12,7,20,5,0,5,2,0,0,7,470,2009107808,0.4166666666666667,0.20833333333333334,1.0,26.0,471.0,2.0,0.0,0.0,25.0,2.0,10.0,2.0,23.0,18.0,11.0,34.0,3.0,4.0,518.0,0.4,0.12,CAR,NO,2009,0.20833333333333334,0.16,11/08,2009-11/08-CAR,2009-8-CAR,0.0,0.0,0.0,
CHI-2009110801,4,1,0,24,0,3,0,1,0,11,0,0,27.0,18,7,21,4,0,4,3,0,0,8,670,2009110801,3,1,0,23,0,2,1,0,0,10,0,1,23,14,7,18,4,0,2,2,0,0,7,497,2009107801,0.43478260869565216,0.08695652173913043,1.0,27.0,670.0,3.0,1.0,0.0,26.0,2.0,11.0,1.0,21.0,15.0,7.0,21.0,5.0,2.0,501.0,0.4230769230769231,0.19230769230769232,CHI,ARI,2009,0.17391304347826086,0.19230769230769232,11/08,2009-11/08-CHI,2009-8-CHI,0.3333333333333333,0.0,0.0,
CIN-2009110802,2,0,0,22,0,2,1,0,0,9,0,1,26.0,14,5,17,5,0,6,2,0,0,8,448,2009110802,3,0,0,21,0,3,0,0,0,9,0,1,23,10,8,26,4,0,4,3,0,0,6,461,2009105034,0.42857142857142855,0.19047619047619047,0.0,26.0,448.0,1.0,0.0,0.0,23.0,2.0,10.0,1.0,23.0,13.0,7.0,19.0,6.0,2.0,437.0,0.43478260869565216,0.2608695652173913,CIN,BAL,2009,0.19047619047619047,0.2608695652173913,11/08,2009-11/08-CIN,2009-8-CIN,0.0,0.0,0.0,
DAL-2009110811,4,1,0,22,0,2,2,0,0,7,0,2,22.0,13,8,20,5,3,3,2,0,0,8,497,2009110811,3,0,0,22,0,3,1,1,0,8,0,2,21,13,10,27,4,2,4,3,0,0,7,455,2009107807,0.36363636363636365,0.18181818181818182,1.0,22.0,497.0,3.0,0.0,0.0,23.0,2.0,9.0,1.0,24.0,16.0,7.0,20.0,3.0,2.0,525.0,0.391304347826087,0.13043478260869565,DAL,PHI,2009,0.18181818181818182,0.21739130434782608,11/08,2009-11/08-DAL,2009-8-DAL,0.0,0.0,0.0,
DEN-2009110900,2,1,0,22,0,0,0,1,0,11,0,1,22.0,15,4,9,7,0,5,1,0,0,8,381,2009110900,1,1,0,21,0,1,0,0,0,10,0,1,21,14,6,16,6,0,4,2,0,0,6,436,2009107633,0.47619047619047616,0.19047619047619047,1.0,22.0,381.0,3.0,0.0,0.0,22.0,1.0,9.0,0.0,23.0,16.0,3.0,17.0,4.0,2.0,452.0,0.4090909090909091,0.18181818181818182,DEN,PIT,2009,0.2857142857142857,0.2727272727272727,11/09,2009-11/09-DEN,2009-8-DEN,1.0,0.0,0.0,
DET-2009110808,5,1,0,26,0,2,1,2,1,9,1,2,23.0,19,17,26,2,0,3,3,0,0,8,494,2009110808,3,0,0,22,0,0,0,0,0,9,0,0,21,17,5,11,4,0,5,1,0,0,6,401,2009107571,0.4090909090909091,0.22727272727272727,1.0,23.0,494.0,3.0,0.0,0.0,24.0,3.0,8.0,1.0,25.0,15.0,12.0,28.0,4.0,3.0,441.0,0.3333333333333333,0.16666666666666666,DET,SEA,2009,0.18181818181818182,0.16666666666666666,11/08,2009-11/08-DET,2009-8-DET,0.0,0.0,0.0,
GB-2009110806,4,0,0,29,0,4,0,0,0,12,0,0,24.0,18,4,40,7,0,7,6,0,0,8,580,2009110806,3,0,0,24,0,3,1,0,0,10,0,1,24,14,9,32,4,0,6,4,0,0,7,556,2009107804,0.4166666666666667,0.25,0.0,24.0,580.0,3.0,0.0,0.0,25.0,4.0,9.0,0.0,24.0,12.0,5.0,34.0,4.0,5.0,496.0,0.36,0.16,GB,TB,2009,0.16666666666666666,0.2,11/08,2009-11/08-GB,2009-8-GB,0.0,0.0,0.0,
HOU-2009110803,4,0,0,21,0,2,0,1,1,10,1,1,27.0,9,10,17,4,0,6,2,0,0,8,507,2009110803,3,0,0,22,0,2,0,1,0,9,0,1,25,9,11,24,3,1,4,2,0,0,7,473,2009107802,0.4090909090909091,0.18181818181818182,0.0,27.0,507.0,2.0,0.0,0.0,22.0,1.0,10.0,1.0,24.0,11.0,6.0,14.0,5.0,1.0,482.0,0.45454545454545453,0.22727272727272727,HOU,IND,2009,0.13636363636363635,0.22727272727272727,11/08,2009-11/08-HOU,2009-8-HOU,0.0,0.0,0.0,
IND-2009110803,4,0,0,20,0,2,2,0,0,8,0,2,34.0,22,8,20,3,0,4,2,0,0,8,410,2009110803,2,0,0,22,0,2,1,0,0,9,0,2,27,17,8,24,4,0,5,2,0,0,7,472,2009107804,0.4090909090909091,0.22727272727272727,0.0,34.0,410.0,2.0,0.0,0.0,21.0,2.0,8.0,1.0,24.0,14.0,5.0,17.0,4.0,2.0,495.0,0.38095238095238093,0.19047619047619047,IND,HOU,2009,0.18181818181818182,0.19047619047619047,11/08,2009-11/08-IND,2009-8-IND,0.0,0.0,0.0,
JAC-2009110804,4,1,0,23,0,3,1,0,1,9,1,1,22.0,9,10,24,4,2,7,3,0,0,8,485,2009110804,3,1,0,22,0,2,0,0,0,10,1,0,24,14,6,22,5,1,6,3,0,0,6,540,2009107571,0.45454545454545453,0.2727272727272727,1.0,22.0,485.0,3.0,1.0,0.0,25.0,2.0,9.0,2.0,18.0,11.0,10.0,20.0,6.0,2.0,449.0,0.36,0.24,JAC,KC,2009,0.22727272727272727,0.2,11/08,2009-11/08-JAC,2009-8-JAC,0.3333333333333333,0.0,0.0,
KC-2009110804,3,1,0,22,0,1,1,1,1,9,1,2,17.0,18,12,21,7,0,4,2,1,1,8,488,2009110804,1,0,0,24,0,0,1,1,0,9,0,2,21,17,10,15,6,0,3,1,0,0,6,420,2009105038,0.375,0.125,1.0,17.0,488.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,18.0,11.0,11.0,21.0,3.0,2.0,447.0,0.4090909090909091,0.13636363636363635,KC,JAC,2009,0.25,0.22727272727272727,11/08,2009-11/08-KC,2009-8-KC,0.0,0.0,0.0,
MIA-2009110805,0,0,0,20,0,2,0,0,1,10,0,1,22.0,19,7,23,5,0,5,3,0,0,8,430,2009110805,1,0,0,26,0,2,0,0,0,10,0,1,18,16,7,30,6,1,6,4,0,0,7,390,2009107807,0.38461538461538464,0.23076923076923078,0.0,22.0,430.0,1.0,0.0,0.0,24.0,1.0,11.0,0.0,20.0,17.0,2.0,12.0,6.0,1.0,388.0,0.4583333333333333,0.25,MIA,NE,2009,0.23076923076923078,0.25,11/08,2009-11/08-MIA,2009-8-MIA,0.0,0.0,0.0,
NE-2009110805,1,0,0,19,0,1,3,1,0,9,0,4,23.0,14,14,27,3,0,5,2,1,1,8,527,2009110805,2,0,0,24,0,4,1,0,0,8,0,1,25,11,10,38,3,1,3,4,0,0,6,563,2009105040,0.3333333333333333,0.125,0.0,23.0,527.0,2.0,0.0,0.0,24.0,1.0,10.0,2.0,25.0,16.0,12.0,33.0,4.0,3.0,555.0,0.4166666666666667,0.16666666666666666,NE,MIA,2009,0.125,0.16666666666666666,11/08,2009-11/08-NE,2009-8-NE,0.0,0.0,0.0,
NO-2009110807,2,1,0,23,0,2,2,1,0,9,0,3,20.0,12,12,23,3,1,7,2,0,0,8,488,2009110807,4,1,0,25,0,3,1,1,0,10,0,1,24,12,10,32,2,0,6,4,0,0,7,552,2009107839,0.4,0.24,1.0,20.0,488.0,1.0,0.0,0.0,25.0,2.0,10.0,1.0,21.0,14.0,7.0,23.0,6.0,2.0,426.0,0.4,0.24,NO,CAR,2009,0.08,0.2,11/08,2009-11/08-NO,2009-8-NO,0.25,0.0,0.0,
NYG-2009110809,2,0,0,22,0,2,2,0,0,9,0,2,26.0,9,8,20,5,0,4,2,0,0,8,388,2009110809,2,0,0,25,0,2,1,0,0,10,0,1,24,16,7,18,5,0,5,2,0,0,7,446,2009107810,0.4,0.2,0.0,26.0,388.0,1.0,0.0,0.0,22.0,1.0,8.0,1.0,21.0,11.0,8.0,16.0,3.0,1.0,374.0,0.36363636363636365,0.13636363636363635,NYG,SD,2009,0.2,0.22727272727272727,11/08,2009-11/08-NYG,2009-8-NYG,0.0,0.0,0.0,
PHI-2009110811,1,1,0,21,0,1,0,2,1,10,0,3,22.0,16,14,16,3,0,5,1,0,0,8,478,2009110811,1,1,0,23,0,2,0,1,0,8,0,2,19,10,11,25,4,1,4,2,0,0,7,445,2009107840,0.34782608695652173,0.17391304347826086,1.0,22.0,478.0,2.0,0.0,0.0,22.0,2.0,10.0,1.0,23.0,17.0,7.0,24.0,7.0,3.0,478.0,0.45454545454545453,0.3181818181818182,PHI,DAL,2009,0.17391304347826086,0.18181818181818182,11/08,2009-11/08-PHI,2009-8-PHI,1.0,0.0,0.0,
PIT-2009110900,3,0,0,23,0,3,0,0,0,9,0,0,23.0,8,3,27,5,2,7,4,0,0,8,465,2009110900,2,0,0,22,0,2,1,0,0,9,0,1,23,10,6,24,4,1,4,3,0,0,6,499,2009105069,0.4090909090909091,0.18181818181818182,0.0,23.0,465.0,2.0,0.0,0.0,21.0,2.0,8.0,2.0,21.0,9.0,12.0,26.0,4.0,3.0,478.0,0.38095238095238093,0.19047619047619047,PIT,DEN,2009,0.18181818181818182,0.19047619047619047,11/09,2009-11/09-PIT,2009-8-PIT,0.0,0.0,0.0,
SD-2009110809,3,2,0,21,0,3,0,0,0,8,0,0,19.0,14,3,21,5,0,3,3,0,0,8,290,2009110809,3,1,0,22,0,3,1,0,0,8,0,1,20,12,8,25,4,2,4,3,0,0,7,391,2009107806,0.36363636363636365,0.18181818181818182,2.0,19.0,290.0,3.0,1.0,0.0,24.0,3.0,8.0,1.0,18.0,12.0,6.0,28.0,3.0,3.0,404.0,0.3333333333333333,0.125,SD,NYG,2009,0.18181818181818182,0.20833333333333334,11/08,2009-11/08-SD,2009-8-SD,0.3333333333333333,0.0,0.0,
SEA-2009110808,3,0,0,24,0,1,4,0,0,9,0,4,28.0,15,13,25,3,0,2,2,1,0,8,540,2009110808,2,0,0,24,0,1,1,0,0,11,0,2,22,17,7,17,5,0,6,1,0,0,6,429,2009107573,0.4583333333333333,0.25,0.0,28.0,540.0,3.0,0.0,0.0,22.0,1.0,8.0,3.0,27.0,14.0,11.0,22.0,3.0,2.0,515.0,0.36363636363636365,0.13636363636363635,SEA,DET,2009,0.20833333333333334,0.13636363636363635,11/08,2009-11/08-SEA,2009-8-SEA,0.0,0.0,0.0,
SF-2009110810,3,1,0,23,0,3,1,1,0,11,0,2,28.0,18,10,33,3,0,2,4,0,0,8,554,2009110810,2,0,0,23,0,2,0,0,0,11,0,0,25,14,5,22,5,0,5,3,0,0,7,526,2009107806,0.4782608695652174,0.21739130434782608,1.0,28.0,554.0,2.0,1.0,0.0,23.0,4.0,9.0,1.0,23.0,14.0,7.0,35.0,3.0,4.0,575.0,0.391304347826087,0.13043478260869565,SF,TEN,2009,0.21739130434782608,0.13043478260869565,11/08,2009-11/08-SF,2009-8-SF,0.0,0.0,0.0,
TB-2009110806,1,0,0,27,0,1,1,1,0,9,1,1,21.0,19,7,24,7,0,6,3,2,1,8,431,2009110806,1,0,0,25,0,1,0,0,0,10,0,0,19,15,4,17,6,0,6,2,0,0,6,406,2009105039,0.4,0.24,0.0,21.0,431.0,2.0,1.0,0.0,24.0,2.0,7.0,1.0,18.0,16.0,6.0,21.0,3.0,2.0,400.0,0.2916666666666667,0.125,TB,GB,2009,0.24,0.16666666666666666,11/08,2009-11/08-TB,2009-8-TB,0.0,0.0,0.0,
TEN-2009110810,2,2,0,24,0,3,2,0,0,8,0,2,14.0,8,9,33,5,2,7,4,0,0,8,445,2009110810,2,0,0,24,0,2,1,0,0,10,0,1,18,8,7,21,5,2,5,2,0,0,6,431,2009107576,0.4166666666666667,0.20833333333333334,2.0,14.0,445.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,20.0,12.0,11.0,25.0,5.0,2.0,458.0,0.375,0.20833333333333334,TEN,SF,2009,0.20833333333333334,0.20833333333333334,11/08,2009-11/08-TEN,2009-8-TEN,0.0,0.0,0.0,
WAS-2009110800,2,1,0,17,0,2,0,1,0,8,0,1,20.0,8,6,23,3,0,7,3,0,0,8,393,2009110800,2,1,0,22,0,1,0,1,0,9,0,1,20,12,6,17,6,0,6,2,0,0,6,434,2009105069,0.4090909090909091,0.2727272727272727,1.0,20.0,393.0,3.0,1.0,0.0,21.0,3.0,8.0,1.0,20.0,8.0,8.0,29.0,6.0,3.0,461.0,0.38095238095238093,0.2857142857142857,WAS,ATL,2009,0.2727272727272727,0.09523809523809523,11/08,2009-11/08-WAS,2009-8-WAS,0.5,0.0,0.0,
ARI-2009111509,3,1,0,27,0,4,1,0,0,11,0,1,26.0,10,7,31,7,3,8,4,0,0,9,606,2009111509,3,0,0,25,0,4,0,0,0,10,0,1,27,13,7,33,5,1,6,4,0,0,8,558,2009110806,0.4,0.24,1.0,26.0,606.0,4.0,0.0,0.0,25.0,3.0,10.0,1.0,25.0,15.0,11.0,29.0,5.0,3.0,507.0,0.4,0.2,ARI,SEA,2009,0.2,0.16,11/15,2009-11/15-ARI,2009-9-ARI,0.0,0.0,0.0,
ATL-2009111500,0,0,0,20,0,1,3,0,0,8,1,2,25.0,20,9,19,2,0,5,2,1,0,9,436,2009111500,1,0,0,20,0,2,2,0,0,8,1,1,22,16,10,25,2,1,2,3,0,0,8,496,2009110833,0.4,0.1,0.0,25.0,436.0,1.0,0.0,0.0,22.0,2.0,9.0,1.0,25.0,17.0,8.0,23.0,6.0,2.0,489.0,0.4090909090909091,0.2727272727272727,ATL,CAR,2009,0.1,0.13636363636363635,11/15,2009-11/15-ATL,2009-9-ATL,0.0,0.0,0.0,
