,Season_x,Week_x,Date,OffenseTeam,DefenseTeam,Relative_Line,Total,Exp_Pts,mergeCode,offenseTeam,TwoPointConv,Week_y,gameid,Drive_rolling5,ExPointGood_rolling5,FG_30_rolling5,FG_40_rolling5,FG_50_rolling5,FG_range_rolling5,FieldGoalBad_rolling5,FieldGoalGood_rolling5,IncompletePass_rolling5,Kicker_Pts_rolling5,PointsScored_rolling5,Punt_rolling5,QB Kneel_rolling5,RedZone_rolling5,Touchdown_rolling5,TwoPointConv_rolling5,Week_rolling5,Yards.Gained_rolling5,gameid_rolling5,FG_range_per_drive,RZ_per_drive,DEF_Drive_rolling5,DEF_ExPointGood_rolling5,DEF_FG_30_rolling5,DEF_FG_40_rolling5,DEF_FG_50_rolling5,DEF_FG_range_rolling5,DEF_FieldGoalGood_rolling5,DEF_IncompletePass_rolling5,DEF_Kicker_Pts_rolling5,DEF_PointsScored_rolling5,DEF_Punt_rolling5,DEF_QB Kneel_rolling5,DEF_RedZone_rolling5,DEF_Touchdown_rolling5,DEF_Week_rolling5,DEF_Yards.Gained_rolling5,DEF_gameid_rolling5,DEF_FG_range_per_drive,DEF_RZ_per_drive,defenseTeam,Season_y,Kicker_Pts,date
126,2017,7.0,10/19,KC,OAK,-3.0,46.5,43.5,2017-10/19-KC,KC,0.0,6.0,2017101900,19.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,11.0,13.0,25.0,3.0,0.0,4.0,2.0,0.0,4.0,440.0,2017099366.0,0.42105263157894735,0.21052631578947367,21.0,2.0,2.0,0.0,0.0,8.0,2.0,9.0,12.0,22.0,4.0,1.0,4.0,2.0,4.0,411.0,2017099348.0,0.3809523809523809,0.19047619047619047,OAK,2017,14.0,10/19
127,2017,7.0,10/22,TEN,CLE,-6.0,42.5,36.5,2017-10/22-TEN,TEN,0.0,6.0,2017102202,25.0,1.0,1.0,1.0,0.0,11.0,0.0,2.0,11.0,12.0,24.0,5.0,0.0,3.0,2.0,0.0,4.0,380.0,2017099424.0,0.44,0.12,24.0,2.0,0.0,1.0,0.0,10.0,1.0,9.0,9.0,24.0,5.0,1.0,5.0,2.0,4.0,341.0,2017099402.0,0.4166666666666667,0.20833333333333331,CLE,2017,20.0,10/22
128,2017,7.0,10/22,JAX,IND,-3.0,41.5,38.5,2017-10/22-JAX,JAX,0.0,6.0,2017102204,24.0,2.0,1.0,1.0,0.0,10.0,0.0,2.0,13.0,12.0,25.0,5.0,1.0,4.0,2.0,0.0,4.0,422.0,2017099405.0,0.4166666666666667,0.16666666666666666,22.0,3.0,1.0,1.0,0.0,10.0,2.0,14.0,11.0,30.0,3.0,0.0,4.0,3.0,4.0,490.0,2017099425.0,0.4545454545454545,0.18181818181818185,IND,2017,10.0,10/22
129,2017,7.0,10/22,PIT,CIN,-4.0,40.0,36.0,2017-10/22-PIT,PIT,0.0,6.0,2017102208,22.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,15.0,10.0,22.0,3.0,1.0,3.0,2.0,0.0,4.0,448.0,2017099405.0,0.4090909090909091,0.13636363636363635,22.0,1.0,1.0,0.0,0.0,9.0,2.0,16.0,10.0,19.0,6.0,0.0,4.0,1.0,3.0,395.0,2017097384.0,0.4090909090909091,0.18181818181818185,CIN,2017,19.0,10/22
130,2017,7.0,10/22,MIN,BAL,-5.0,38.0,33.0,2017-10/22-MIN,MIN,0.0,6.0,2017102207,22.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,13.0,11.0,21.0,4.0,0.0,4.0,2.0,0.0,4.0,426.0,2017099424.0,0.4090909090909091,0.18181818181818185,23.0,2.0,1.0,1.0,0.0,9.0,2.0,12.0,13.0,28.0,4.0,1.0,4.0,3.0,4.0,437.0,2017099403.0,0.39130434782608703,0.17391304347826084,BAL,2017,24.0,10/22
131,2017,7.0,10/22,MIA,NYJ,-3.0,39.5,36.5,2017-10/22-MIA,MIA,0.0,6.0,2017102206,22.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,4.0,13.0,6.0,0.0,3.0,1.0,0.0,4.0,318.0,2017099403.0,0.4090909090909091,0.13636363636363635,24.0,2.0,1.0,0.0,0.0,10.0,0.0,19.0,7.0,17.0,5.0,0.0,4.0,2.0,4.0,392.0,2017099405.0,0.4166666666666667,0.16666666666666666,NYJ,2017,7.0,10/22
132,2017,7.0,10/22,BUF,TB,-3.0,46.0,43.0,2017-10/22-BUF,BUF,0.0,6.0,2017102200,21.0,1.0,1.0,0.0,1.0,9.0,0.0,2.0,10.0,13.0,18.0,4.0,1.0,3.0,1.0,0.0,3.0,349.0,2017097440.0,0.42857142857142855,0.14285714285714285,22.0,3.0,1.0,0.0,0.0,9.0,2.0,12.0,12.0,30.0,3.0,1.0,3.0,3.0,4.0,489.0,2017099344.0,0.4090909090909091,0.13636363636363635,TB,2017,18.0,10/22
133,2017,7.0,10/22,CAR,CHI,-3.0,39.5,36.5,2017-10/22-CAR,CAR,0.0,6.0,2017102201,21.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,14.0,9.0,22.0,3.0,0.0,3.0,2.0,0.0,4.0,421.0,2017099342.0,0.42857142857142855,0.14285714285714285,23.0,2.0,1.0,0.0,0.0,9.0,1.0,14.0,7.0,21.0,5.0,0.0,4.0,2.0,4.0,412.0,2017097961.0,0.39130434782608703,0.17391304347826084,CHI,2017,3.0,10/22
134,2017,7.0,10/22,NO,GB,-4.0,45.5,41.5,2017-10/22-NO,NO,0.0,6.0,2017102203,21.0,3.0,0.0,1.0,0.0,8.0,0.0,2.0,11.0,13.0,29.0,3.0,0.0,3.0,3.0,0.0,3.0,481.0,2017097582.0,0.3809523809523809,0.14285714285714285,21.0,2.0,0.0,1.0,0.0,9.0,1.0,12.0,9.0,23.0,3.0,1.0,2.0,2.0,4.0,447.0,2017097945.0,0.42857142857142855,0.09523809523809523,GB,2017,9.0,10/22
136,2017,7.0,10/22,DAL,SF,-6.5,48.0,41.5,2017-10/22-DAL,DAL,1.0,6.0,2017102209,21.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,5.0,34.0,3.0,0.0,2.0,4.0,0.0,3.0,420.0,2017097466.0,0.42857142857142855,0.09523809523809523,24.0,2.0,1.0,0.0,0.0,10.0,2.0,14.0,12.0,35.0,3.0,1.0,3.0,4.0,4.0,484.0,2017099345.0,0.4166666666666667,0.125,SF,2017,4.0,10/22
137,2017,7.0,10/22,SEA,NYG,-4.0,39.0,35.0,2017-10/22-SEA,SEA,0.0,6.0,2017102211,23.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,15.0,7.0,22.0,5.0,1.0,4.0,2.0,0.0,3.0,451.0,2017097450.0,0.43478260869565216,0.17391304347826084,25.0,2.0,1.0,0.0,0.0,10.0,1.0,19.0,11.0,26.0,4.0,1.0,4.0,3.0,4.0,490.0,2017099409.0,0.4,0.16,NYG,2017,6.0,10/22
138,2017,7.0,10/22,DEN,LAC,-1.0,41.0,40.0,2017-10/22-DEN,DEN,0.0,6.0,2017102210,23.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,15.0,9.0,18.0,4.0,1.0,5.0,2.0,0.0,3.0,465.0,2017097588.0,0.43478260869565216,0.21739130434782608,21.0,1.0,0.0,0.0,0.0,9.0,1.0,12.0,7.0,18.0,5.0,0.0,4.0,2.0,4.0,458.0,2017099409.0,0.42857142857142855,0.19047619047619047,LAC,2017,0.0,10/22
139,2017,7.0,10/22,NE,ATL,-3.0,57.0,54.0,2017-10/22-NE,NE,0.0,6.0,2017102212,20.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,13.0,11.0,27.0,3.0,0.0,3.0,3.0,0.0,4.0,465.0,2017099346.0,0.4,0.15,19.0,1.0,1.0,0.0,0.0,8.0,2.0,16.0,11.0,22.0,3.0,1.0,3.0,2.0,3.0,396.0,2017097586.0,0.42105263157894735,0.15789473684210525,ATL,2017,11.0,10/22
141,2016,7.0,10/20,GB,CHI,-7.5,46.5,39.0,2016-10/20-GB,GB,0.0,6.0,2016102000,20.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,17.0,9.0,23.0,2.0,1.0,3.0,2.0,0.0,3.0,411.0,2016097767.0,0.45,0.15,20.0,2.0,1.0,1.0,0.0,9.0,2.0,15.0,12.0,23.0,3.0,0.0,3.0,2.0,4.0,436.0,2016099444.0,0.45,0.15,CHI,2016,12.0,10/20
142,2016,7.0,10/23,NYG,LAR,-3.0,45.4,42.4,2016-10/23-NYG,NYG,0.0,6.0,2016102300,23.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,16.0,7.0,18.0,5.0,0.0,4.0,1.0,0.0,4.0,414.0,2016099524.0,0.43478260869565216,0.17391304347826084,22.0,2.0,1.0,0.0,0.0,9.0,1.0,16.0,5.0,23.0,4.0,1.0,3.0,3.0,4.0,420.0,2016099505.0,0.4090909090909091,0.13636363636363635,LA,2016,4.0,10/23
143,2016,7.0,10/23,MIN,PHI,-3.0,39.0,36.0,2016-10/23-MIN,MIN,0.0,6.0,2016102307,23.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,11.0,6.0,19.0,5.0,1.0,3.0,2.0,0.0,3.0,352.0,2016097565.0,0.3478260869565217,0.13043478260869565,21.0,1.0,0.0,0.0,0.0,9.0,1.0,16.0,7.0,16.0,3.0,1.0,3.0,2.0,3.0,360.0,2016097845.0,0.42857142857142855,0.14285714285714285,PHI,2016,5.0,10/23
144,2016,7.0,10/23,KC,NO,-6.5,51.5,45.0,2016-10/23-KC,KC,0.0,6.0,2016102304,21.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,12.0,9.0,17.0,4.0,1.0,4.0,1.0,0.0,3.0,415.0,2016097688.0,0.3809523809523809,0.19047619047619047,22.0,2.0,1.0,0.0,0.0,9.0,1.0,14.0,10.0,27.0,3.0,1.0,3.0,3.0,3.0,453.0,2016097704.0,0.4090909090909091,0.13636363636363635,NO,2016,9.0,10/23
145,2016,7.0,10/23,WAS,DET,-1.0,50.0,49.0,2016-10/23-WAS,WAS,0.0,6.0,2016102302,20.0,2.0,1.0,1.0,0.0,9.0,0.0,2.0,13.0,12.0,24.0,3.0,0.0,3.0,2.0,0.0,4.0,443.0,2016099504.0,0.45,0.15,17.0,2.0,0.0,1.0,0.0,8.0,1.0,9.0,11.0,25.0,2.0,1.0,2.0,3.0,4.0,440.0,2016099502.0,0.4705882352941176,0.1176470588235294,DET,2016,9.0,10/23
146,2016,7.0,10/23,CIN,CLE,-11.5,46.5,35.0,2016-10/23-CIN,CIN,0.0,6.0,2016102301,20.0,2.0,1.0,1.0,0.0,9.0,0.0,1.0,11.0,11.0,20.0,4.0,1.0,4.0,2.0,0.0,4.0,459.0,2016098043.0,0.45,0.2,22.0,3.0,0.0,0.0,0.0,9.0,0.0,11.0,10.0,31.0,4.0,0.0,2.0,4.0,4.0,487.0,2016099504.0,0.4090909090909091,0.09090909090909093,CLE,2016,15.0,10/23
147,2016,7.0,10/23,BUF,MIA,-2.5,46.0,43.5,2016-10/23-BUF,BUF,1.0,6.0,2016102305,23.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,13.0,9.0,27.0,5.0,0.0,3.0,3.0,0.0,4.0,416.0,2016099503.0,0.39130434782608703,0.13043478260869565,23.0,1.0,0.0,1.0,0.0,10.0,2.0,13.0,11.0,23.0,5.0,1.0,4.0,2.0,4.0,441.0,2016098043.0,0.43478260869565216,0.17391304347826084,MIA,2016,5.0,10/23
148,2016,7.0,10/23,JAX,OAK,-2.0,47.5,45.5,2016-10/23-JAX,JAX,0.0,6.0,2016102303,23.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,18.0,9.0,18.0,5.0,0.0,4.0,2.0,0.0,3.0,437.0,2016097684.0,0.43478260869565216,0.17391304347826084,23.0,1.0,1.0,0.0,0.0,10.0,1.0,15.0,8.0,22.0,4.0,0.0,4.0,2.0,4.0,525.0,2016099506.0,0.43478260869565216,0.17391304347826084,OAK,2016,11.0,10/23
149,2016,7.0,10/23,TEN,IND,-4.0,48.5,44.5,2016-10/23-TEN,TEN,1.0,6.0,2016102308,22.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,15.0,7.0,26.0,5.0,0.0,3.0,3.0,0.0,4.0,467.0,2016099506.0,0.4545454545454545,0.13636363636363635,21.0,1.0,1.0,1.0,0.0,10.0,2.0,15.0,12.0,25.0,3.0,0.0,4.0,2.0,4.0,464.0,2016099506.0,0.4761904761904762,0.19047619047619047,IND,2016,10.0,10/23
150,2016,7.0,10/23,NYJ,BAL,-2.0,40.5,38.5,2016-10/23-NYJ,NYJ,0.0,6.0,2016102306,21.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,17.0,6.0,15.0,5.0,0.0,4.0,1.0,0.0,4.0,365.0,2016099526.0,0.42857142857142855,0.19047619047619047,25.0,2.0,0.0,0.0,0.0,10.0,1.0,13.0,8.0,22.0,6.0,0.0,4.0,2.0,4.0,382.0,2016099503.0,0.4,0.16,BAL,2016,11.0,10/23
151,2016,7.0,10/23,ATL,SD,-5.0,53.0,48.0,2016-10/23-ATL,ATL,0.0,6.0,2016102309,21.0,3.0,1.0,0.0,0.0,9.0,0.0,2.0,12.0,11.0,31.0,2.0,1.0,4.0,3.0,0.0,4.0,486.0,2016099525.0,0.42857142857142855,0.19047619047619047,23.0,2.0,1.0,0.0,0.0,9.0,2.0,16.0,13.0,28.0,3.0,0.0,2.0,3.0,4.0,437.0,2016099448.0,0.39130434782608703,0.08695652173913042,SD,2016,17.0,10/23
152,2016,7.0,10/23,SF,TB,-1.0,45.5,44.5,2016-10/23-SF,SF,0.0,6.0,2016102310,24.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,13.0,7.0,18.0,5.0,0.0,4.0,2.0,0.0,4.0,350.0,2016099445.0,0.4166666666666667,0.16666666666666666,24.0,2.0,0.0,0.0,0.0,10.0,1.0,15.0,7.0,26.0,5.0,0.0,3.0,3.0,3.0,401.0,2016097567.0,0.4166666666666667,0.125,TB,2016,5.0,10/23
153,2016,7.0,10/23,NE,PIT,-7.5,49.5,42.0,2016-10/23-NE,NE,0.0,6.0,2016102311,22.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,10.0,8.0,24.0,5.0,1.0,3.0,3.0,0.0,4.0,429.0,2016099444.0,0.4090909090909091,0.13636363636363635,22.0,2.0,1.0,0.0,0.0,9.0,1.0,12.0,10.0,23.0,4.0,0.0,3.0,2.0,4.0,427.0,2016099508.0,0.4090909090909091,0.13636363636363635,PIT,2016,3.0,10/23
154,2016,7.0,10/23,ARI,SEA,-2.5,43.0,40.5,2016-10/23-ARI,ARI,0.0,6.0,2016102312,25.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,20.0,7.0,20.0,6.0,0.0,3.0,2.0,0.0,4.0,460.0,2016099464.0,0.4,0.12,23.0,1.0,1.0,0.0,0.0,10.0,1.0,16.0,8.0,14.0,5.0,0.0,4.0,1.0,3.0,378.0,2016097689.0,0.43478260869565216,0.17391304347826084,SEA,2016,14.0,10/23
155,2016,7.0,10/24,DEN,HOU,-8.5,40.0,31.5,2016-10/24-DEN,DEN,0.0,6.0,2016102400,23.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,15.0,9.0,22.0,5.0,1.0,5.0,2.0,0.0,4.0,404.0,2016099463.0,0.39130434782608703,0.21739130434782608,24.0,2.0,1.0,0.0,0.0,9.0,2.0,12.0,9.0,26.0,5.0,1.0,3.0,2.0,4.0,451.0,2016099464.0,0.375,0.125,HOU,2016,9.0,10/24
156,2015,7.0,10/22,SEA,SF,-6.5,42.0,35.5,2015-10/22-SEA,SEA,0.0,6.0,2015102200,22.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,8.0,12.0,21.0,5.0,1.0,6.0,2.0,0.0,4.0,440.0,2015099664.0,0.4545454545454545,0.2727272727272727,20.0,2.0,1.0,1.0,0.0,9.0,1.0,13.0,10.0,23.0,3.0,1.0,5.0,2.0,4.0,488.0,2015099648.0,0.45,0.25,SF,2015,10.0,10/22
158,2015,7.0,10/25,STL,CLE,-6.0,44.0,38.0,2015-10/25-STL,STL,0.0,6.0,2015102501,23.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,13.0,11.0,14.0,5.0,0.0,6.0,1.0,0.0,3.0,367.0,2015097745.0,0.39130434782608703,0.2608695652173913,25.0,2.0,2.0,0.0,0.0,10.0,2.0,16.0,13.0,25.0,5.0,0.0,6.0,2.0,4.0,539.0,2015099705.0,0.4,0.24,CLE,2015,13.0,10/25
159,2015,7.0,10/25,KC,PIT,-3.5,41.5,38.0,2015-10/25-KC,KC,0.0,6.0,2015102504,22.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,15.0,12.0,18.0,4.0,0.0,6.0,1.0,0.0,4.0,467.0,2015099722.0,0.4090909090909091,0.2727272727272727,22.0,1.0,1.0,1.0,0.0,10.0,2.0,13.0,13.0,18.0,3.0,0.0,6.0,1.0,4.0,466.0,2015099662.0,0.4545454545454545,0.2727272727272727,PIT,2015,16.0,10/25
160,2015,7.0,10/25,MIA,HOU,-4.5,45.5,41.0,2015-10/25-MIA,MIA,0.0,6.0,2015102502,24.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,6.0,24.0,5.0,0.0,6.0,3.0,0.0,3.0,502.0,2015097886.0,0.375,0.25,23.0,2.0,0.0,0.0,0.0,9.0,0.0,14.0,8.0,28.0,5.0,1.0,5.0,3.0,4.0,498.0,2015099642.0,0.39130434782608703,0.21739130434782608,HOU,2015,9.0,10/25
161,2015,7.0,10/25,NE,NYJ,-7.0,47.5,40.5,2015-10/25-NE,NE,0.0,6.0,2015102503,23.0,4.0,1.0,1.0,0.0,8.0,0.0,3.0,15.0,15.0,38.0,2.0,1.0,5.0,4.0,0.0,3.0,480.0,2015098026.0,0.3478260869565217,0.21739130434782608,24.0,1.0,1.0,0.0,0.0,9.0,1.0,20.0,6.0,16.0,5.0,0.0,5.0,1.0,3.0,400.0,2015097901.0,0.375,0.20833333333333331,NYJ,2015,13.0,10/25
162,2015,7.0,10/25,DET,MIN,-1.0,45.0,44.0,2015-10/25-DET,DET,0.0,6.0,2015102506,23.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,17.0,6.0,17.0,5.0,0.0,8.0,2.0,0.0,4.0,465.0,2015099725.0,0.43478260869565216,0.3478260869565217,21.0,1.0,0.0,0.0,0.0,10.0,1.0,15.0,6.0,17.0,5.0,0.0,8.0,2.0,3.0,420.0,2015097886.0,0.4761904761904762,0.3809523809523809,MIN,2015,7.0,10/25
163,2015,7.0,10/25,ATL,TEN,-6.0,45.5,39.5,2015-10/25-ATL,ATL,0.0,6.0,2015102508,21.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,7.0,27.0,3.0,0.0,6.0,3.0,0.0,4.0,466.0,2015099642.0,0.42857142857142855,0.2857142857142857,22.0,2.0,0.0,0.0,0.0,9.0,0.0,10.0,4.0,20.0,5.0,1.0,6.0,2.0,3.0,417.0,2015098026.0,0.4090909090909091,0.2727272727272727,TEN,2015,8.0,10/25
164,2015,7.0,10/25,WAS,TB,-3.0,41.5,38.5,2015-10/25-WAS,WAS,0.0,6.0,2015102505,21.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,16.0,9.0,23.0,4.0,0.0,6.0,2.0,0.0,4.0,446.0,2015099642.0,0.42857142857142855,0.2857142857142857,23.0,2.0,1.0,0.0,0.0,10.0,1.0,13.0,8.0,28.0,4.0,1.0,6.0,3.0,3.0,435.0,2015097745.0,0.43478260869565216,0.2608695652173913,TB,2015,7.0,10/25
165,2015,7.0,10/25,IND,NO,-5.0,53.0,48.0,2015-10/25-IND,IND,0.0,6.0,2015102507,25.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,17.0,6.0,22.0,6.0,1.0,8.0,2.0,0.0,4.0,479.0,2015099646.0,0.44,0.32,23.0,2.0,1.0,0.0,0.0,10.0,1.0,15.0,8.0,28.0,4.0,0.0,7.0,3.0,4.0,510.0,2015099644.0,0.43478260869565216,0.3043478260869565,NO,2015,3.0,10/25
166,2015,7.0,10/25,SD,OAK,-3.5,48.5,45.0,2015-10/25-SD,SD,2.0,6.0,2015102509,21.0,2.0,0.0,1.0,0.0,11.0,0.0,1.0,18.0,10.0,25.0,4.0,0.0,9.0,2.0,0.0,4.0,553.0,2015099726.0,0.5238095238095238,0.42857142857142855,22.0,1.0,1.0,0.0,0.0,9.0,2.0,19.0,11.0,22.0,4.0,0.0,8.0,2.0,3.0,472.0,2015097747.0,0.4090909090909091,0.3636363636363637,OAK,2015,9.0,10/25
167,2015,7.0,10/25,NYG,DAL,-3.0,44.5,41.5,2015-10/25-NYG,NYG,0.0,6.0,2015102510,22.0,2.0,1.0,0.0,0.0,10.0,0.0,2.0,14.0,8.0,24.0,5.0,1.0,5.0,2.0,0.0,4.0,427.0,2015099665.0,0.4545454545454545,0.2272727272727273,22.0,2.0,1.0,0.0,0.0,9.0,1.0,12.0,9.0,27.0,4.0,1.0,6.0,3.0,3.0,412.0,2015097748.0,0.4090909090909091,0.2727272727272727,DAL,2015,9.0,10/25
168,2015,7.0,10/25,CAR,PHI,-2.5,46.0,43.5,2015-10/25-CAR,CAR,0.0,6.0,2015102511,24.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,14.0,9.0,28.0,4.0,1.0,7.0,3.0,0.0,3.0,422.0,2015097885.0,0.4166666666666667,0.2916666666666667,25.0,2.0,1.0,0.0,0.0,12.0,1.0,17.0,6.0,20.0,6.0,0.0,5.0,2.0,4.0,460.0,2015099723.0,0.48,0.2,PHI,2015,9.0,10/25
169,2015,7.0,10/26,ARI,BAL,-10.0,49.5,39.5,2015-10/26-ARI,ARI,0.0,6.0,2015102600,23.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,13.0,10.0,26.0,3.0,2.0,6.0,3.0,0.0,4.0,499.0,2015099726.0,0.39130434782608703,0.2608695652173913,23.0,2.0,1.0,1.0,0.0,9.0,2.0,13.0,13.0,28.0,4.0,0.0,6.0,3.0,4.0,464.0,2015099664.0,0.39130434782608703,0.2608695652173913,BAL,2015,13.0,10/26
170,2014,7.0,10/16,NE,NYJ,-9.5,44.5,35.0,2014-10/16-NE,NE,0.0,6.0,2014101600,21.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,14.0,12.0,27.0,4.0,1.0,6.0,2.0,0.0,4.0,458.0,2014097663.0,0.42857142857142855,0.2857142857142857,22.0,3.0,1.0,0.0,0.0,9.0,1.0,12.0,8.0,25.0,5.0,1.0,6.0,3.0,4.0,417.0,2014097664.0,0.4090909090909091,0.2727272727272727,NYJ,2014,9.0,10/16
171,2014,7.0,10/19,IND,CIN,-3.5,50.5,47.0,2014-10/19-IND,IND,0.0,6.0,2014101905,24.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,16.0,11.0,34.0,3.0,1.0,5.0,4.0,0.0,4.0,547.0,2014097643.0,0.4166666666666667,0.20833333333333331,23.0,2.0,1.0,1.0,0.0,10.0,2.0,17.0,13.0,24.0,4.0,0.0,5.0,2.0,3.0,528.0,2014097424.0,0.43478260869565216,0.21739130434782608,CIN,2014,15.0,10/19
172,2014,7.0,10/19,WAS,TEN,-6.0,46.5,40.5,2014-10/19-WAS,WAS,0.0,6.0,2014101908,24.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,15.0,8.0,22.0,4.0,0.0,9.0,2.0,0.0,4.0,464.0,2014097665.0,0.4583333333333333,0.375,22.0,3.0,1.0,0.0,0.0,9.0,1.0,14.0,9.0,26.0,4.0,1.0,6.0,3.0,4.0,468.0,2014097705.0,0.4090909090909091,0.2727272727272727,TEN,2014,13.0,10/19
173,2014,7.0,10/19,CHI,MIA,-3.0,48.0,45.0,2014-10/19-CHI,CHI,0.0,6.0,2014101902,20.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,12.0,6.0,21.0,3.0,1.0,7.0,2.0,0.0,4.0,445.0,2014097720.0,0.45,0.35,22.0,2.0,1.0,0.0,0.0,8.0,1.0,13.0,7.0,24.0,4.0,0.0,5.0,3.0,3.0,408.0,2014095884.0,0.3636363636363637,0.2272727272727273,MIA,2014,2.0,10/19
174,2014,7.0,10/19,CLE,JAX,-4.5,45.0,40.5,2014-10/19-CLE,CLE,0.0,6.0,2014101906,23.0,2.0,1.0,1.0,0.0,9.0,0.0,1.0,16.0,10.0,21.0,5.0,0.0,6.0,2.0,0.0,3.0,421.0,2014097424.0,0.39130434782608703,0.2608695652173913,23.0,1.0,1.0,0.0,0.0,8.0,2.0,14.0,10.0,20.0,4.0,1.0,6.0,1.0,4.0,424.0,2014097706.0,0.3478260869565217,0.2608695652173913,JAC,2014,7.0,10/19
175,2014,7.0,10/19,SEA,STL,-6.5,43.5,37.0,2014-10/19-SEA,SEA,1.0,6.0,2014101907,22.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,11.0,9.0,24.0,4.0,0.0,5.0,2.0,0.0,3.0,473.0,2014097447.0,0.4090909090909091,0.2272727272727273,20.0,2.0,1.0,0.0,0.0,8.0,1.0,11.0,8.0,25.0,3.0,0.0,6.0,3.0,3.0,472.0,2014097446.0,0.4,0.3,STL,2014,8.0,10/19
176,2014,7.0,10/19,GB,CAR,-6.5,49.5,43.0,2014-10/19-GB,GB,0.0,6.0,2014101904,20.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,7.0,31.0,4.0,1.0,5.0,4.0,0.0,4.0,384.0,2014097642.0,0.4,0.25,21.0,4.0,1.0,1.0,0.0,9.0,1.0,9.0,12.0,35.0,2.0,1.0,7.0,4.0,4.0,518.0,2014097703.0,0.42857142857142855,0.3333333333333333,CAR,2014,8.0,10/19
177,2014,7.0,10/19,BAL,ATL,-7.0,50.0,43.0,2014-10/19-BAL,BAL,0.0,6.0,2014101900,21.0,3.0,1.0,0.0,0.0,7.0,0.0,2.0,11.0,12.0,29.0,3.0,0.0,5.0,3.0,0.0,4.0,445.0,2014097702.0,0.3333333333333333,0.2380952380952381,23.0,2.0,1.0,0.0,0.0,8.0,2.0,12.0,11.0,30.0,4.0,1.0,6.0,3.0,4.0,512.0,2014097642.0,0.3478260869565217,0.2608695652173913,ATL,2014,9.0,10/19
178,2014,7.0,10/19,BUF,MIN,-6.5,43.0,36.5,2014-10/19-BUF,BUF,0.0,6.0,2014101901,25.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,16.0,7.0,19.0,6.0,0.0,7.0,2.0,0.0,4.0,414.0,2014097701.0,0.48,0.28,23.0,3.0,0.0,0.0,0.0,10.0,0.0,12.0,7.0,24.0,5.0,0.0,6.0,3.0,4.0,404.0,2014097643.0,0.43478260869565216,0.2608695652173913,MIN,2014,5.0,10/19
179,2014,7.0,10/19,DET,NO,-1.5,46.5,45.0,2014-10/19-DET,DET,0.0,6.0,2014101903,24.0,2.0,0.0,1.0,1.0,9.0,1.0,0.0,14.0,13.0,17.0,5.0,1.0,5.0,2.0,0.0,4.0,376.0,2014097703.0,0.375,0.20833333333333331,20.0,2.0,1.0,0.0,0.0,8.0,1.0,14.0,9.0,23.0,4.0,1.0,5.0,2.0,3.0,433.0,2014095745.0,0.4,0.25,NO,2014,6.0,10/19
180,2014,7.0,10/19,SD,KC,-3.0,46.0,43.0,2014-10/19-SD,SD,0.0,6.0,2014101909,20.0,3.0,1.0,0.0,0.0,7.0,0.0,2.0,12.0,9.0,27.0,4.0,0.0,6.0,3.0,0.0,4.0,412.0,2014097707.0,0.35,0.3,20.0,1.0,1.0,0.0,0.0,9.0,2.0,14.0,10.0,19.0,4.0,0.0,6.0,2.0,3.0,470.0,2014095768.0,0.45,0.3,KC,2014,9.0,10/19
