,Season_x,Week_x,Date,OffenseTeam,DefenseTeam,Relative_Line,Total,Exp_Pts,mergeCode,offenseTeam,TwoPointConv,Week_y,gameid,Drive_rolling5,ExPointGood_rolling5,FG_30_rolling5,FG_40_rolling5,FG_50_rolling5,FG_range_rolling5,FieldGoalBad_rolling5,FieldGoalGood_rolling5,IncompletePass_rolling5,Kicker_Pts_rolling5,PointsScored_rolling5,Punt_rolling5,QB Kneel_rolling5,RedZone_rolling5,Touchdown_rolling5,TwoPointConv_rolling5,Week_rolling5,Yards.Gained_rolling5,gameid_rolling5,FG_range_per_drive,RZ_per_drive,DEF_Drive_rolling5,DEF_ExPointGood_rolling5,DEF_FG_30_rolling5,DEF_FG_40_rolling5,DEF_FG_50_rolling5,DEF_FG_range_rolling5,DEF_FieldGoalGood_rolling5,DEF_IncompletePass_rolling5,DEF_Kicker_Pts_rolling5,DEF_PointsScored_rolling5,DEF_Punt_rolling5,DEF_QB Kneel_rolling5,DEF_RedZone_rolling5,DEF_Touchdown_rolling5,DEF_Week_rolling5,DEF_Yards.Gained_rolling5,DEF_gameid_rolling5,DEF_FG_range_per_drive,DEF_RZ_per_drive,defenseTeam,Season_y,Kicker_Pts,date
294,2014,8.0,10/26,DET,ATL,-3.5,45.5,42.0,2014-10/26-DET,DET,1.0,7.0,2014102600,24.0,2.0,0.0,1.0,1.0,9.0,1.0,1.0,16.0,14.0,20.0,5.0,1.0,5.0,2.0,0.0,5.0,374.0,2014099803.0,0.375,0.20833333333333331,21.0,2.0,1.0,1.0,0.0,7.0,2.0,14.0,14.0,30.0,3.0,1.0,5.0,3.0,5.0,503.0,2014099802.0,0.3333333333333333,0.2380952380952381,ATL,2014,15.0,10/26
295,2014,8.0,10/26,TB,MIN,-1.5,43.0,41.5,2014-10/26-TB,TB,0.0,7.0,2014102607,23.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,17.0,8.0,22.0,5.0,0.0,8.0,2.0,0.0,4.0,438.0,2014097785.0,0.39130434782608703,0.3478260869565217,25.0,2.0,0.0,0.0,0.0,10.0,0.0,12.0,8.0,24.0,6.0,0.0,6.0,3.0,5.0,391.0,2014099743.0,0.4,0.24,MIN,2014,10.0,10/26
296,2014,8.0,10/26,NE,CHI,-6.0,52.0,46.0,2014-10/26-NE,NE,0.0,7.0,2014102605,22.0,3.0,1.0,0.0,0.0,9.0,0.0,2.0,12.0,13.0,32.0,3.0,1.0,5.0,3.0,0.0,5.0,477.0,2014099763.0,0.4090909090909091,0.2272727272727273,20.0,3.0,1.0,0.0,0.0,7.0,2.0,11.0,13.0,30.0,2.0,1.0,4.0,3.0,5.0,440.0,2014099801.0,0.35,0.2,CHI,2014,14.0,10/26
297,2014,8.0,10/26,KC,STL,-7.0,44.0,37.0,2014-10/26-KC,KC,0.0,7.0,2014102604,21.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,9.0,29.0,4.0,0.0,4.0,3.0,0.0,4.0,463.0,2014098007.0,0.3809523809523809,0.19047619047619047,21.0,2.0,1.0,0.0,0.0,8.0,1.0,11.0,9.0,28.0,3.0,0.0,5.0,3.0,4.0,483.0,2014099685.0,0.3809523809523809,0.2380952380952381,STL,2014,12.0,10/26
298,2014,8.0,10/26,SEA,CAR,-6.0,45.0,39.0,2014-10/26-SEA,SEA,0.0,7.0,2014102601,21.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,11.0,10.0,22.0,4.0,0.0,6.0,2.0,0.0,4.0,470.0,2014099686.0,0.3809523809523809,0.2857142857142857,21.0,3.0,1.0,0.0,0.0,8.0,1.0,10.0,11.0,31.0,2.0,1.0,7.0,3.0,5.0,505.0,2014099801.0,0.3809523809523809,0.3333333333333333,CAR,2014,9.0,10/26
299,2014,8.0,10/26,NYJ,BUF,-3.0,40.5,37.5,2014-10/26-NYJ,NYJ,1.0,7.0,2014102606,24.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,20.0,7.0,17.0,5.0,0.0,7.0,2.0,0.0,5.0,401.0,2014099745.0,0.4583333333333333,0.2916666666666667,27.0,1.0,0.0,1.0,1.0,11.0,2.0,15.0,15.0,21.0,5.0,1.0,7.0,2.0,5.0,409.0,2014099802.0,0.4074074074074074,0.25925925925925924,BUF,2014,7.0,10/26
300,2014,8.0,10/26,MIA,JAX,-6.5,42.0,35.5,2014-10/26-MIA,MIA,0.0,7.0,2014102603,23.0,2.0,1.0,1.0,0.0,8.0,0.0,1.0,13.0,11.0,22.0,3.0,1.0,4.0,2.0,0.0,4.0,520.0,2014098125.0,0.3478260869565217,0.17391304347826084,22.0,1.0,1.0,0.0,0.0,8.0,2.0,14.0,9.0,16.0,5.0,1.0,5.0,1.0,5.0,396.0,2014099805.0,0.3636363636363637,0.2272727272727273,JAC,2014,8.0,10/26
301,2014,8.0,10/26,HOU,TEN,-3.5,43.0,39.5,2014-10/26-HOU,HOU,0.0,7.0,2014102608,24.0,2.0,1.0,0.0,0.0,10.0,0.0,2.0,12.0,10.0,22.0,5.0,1.0,7.0,2.0,0.0,5.0,423.0,2014099762.0,0.4166666666666667,0.2916666666666667,23.0,2.0,1.0,0.0,0.0,9.0,2.0,15.0,10.0,26.0,4.0,1.0,6.0,2.0,5.0,496.0,2014099807.0,0.39130434782608703,0.2608695652173913,TEN,2014,13.0,10/26
302,2014,8.0,10/26,BAL,CIN,-3.0,44.5,41.5,2014-10/26-BAL,BAL,1.0,7.0,2014102602,21.0,3.0,0.0,0.0,1.0,7.0,0.0,2.0,13.0,13.0,30.0,2.0,0.0,5.0,3.0,0.0,5.0,471.0,2014099802.0,0.3333333333333333,0.2380952380952381,23.0,2.0,1.0,1.0,0.0,9.0,2.0,16.0,16.0,26.0,3.0,1.0,5.0,2.0,4.0,533.0,2014099664.0,0.39130434782608703,0.21739130434782608,CIN,2014,19.0,10/26
303,2014,8.0,10/26,PHI,ARI,-1.0,48.0,47.0,2014-10/26-PHI,PHI,0.0,7.0,2014102609,26.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,19.0,8.0,20.0,5.0,0.0,6.0,2.0,0.0,4.0,455.0,2014097849.0,0.3461538461538461,0.2307692307692308,24.0,2.0,0.0,0.0,0.0,11.0,1.0,17.0,10.0,22.0,5.0,0.0,8.0,2.0,4.0,470.0,2014099669.0,0.4583333333333333,0.3333333333333333,ARI,2014,10.0,10/26
304,2014,8.0,10/26,IND,PIT,-4.5,48.5,44.0,2014-10/26-IND,IND,0.0,7.0,2014102611,24.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,19.0,10.0,35.0,4.0,1.0,5.0,4.0,0.0,5.0,558.0,2014099744.0,0.4166666666666667,0.20833333333333331,22.0,2.0,1.0,0.0,0.0,10.0,2.0,17.0,10.0,27.0,4.0,0.0,6.0,3.0,5.0,453.0,2014099825.0,0.4545454545454545,0.2727272727272727,PIT,2014,10.0,10/26
305,2014,8.0,10/26,CLE,OAK,-6.5,44.5,38.0,2014-10/26-CLE,CLE,0.0,7.0,2014102610,24.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,14.0,10.0,22.0,5.0,0.0,6.0,2.0,0.0,4.0,415.0,2014099665.0,0.4166666666666667,0.25,22.0,2.0,1.0,0.0,0.0,8.0,2.0,11.0,9.0,26.0,4.0,2.0,6.0,2.0,4.0,429.0,2014098128.0,0.3636363636363637,0.2727272727272727,OAK,2014,13.0,10/26
306,2014,8.0,10/26,NO,GB,-2.0,55.5,53.5,2014-10/26-NO,NO,0.0,7.0,2014102612,20.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,14.0,9.0,29.0,2.0,0.0,7.0,3.0,0.0,4.0,489.0,2014097987.0,0.45,0.35,21.0,2.0,1.0,0.0,0.0,9.0,1.0,14.0,7.0,23.0,3.0,0.0,7.0,2.0,5.0,488.0,2014099744.0,0.42857142857142855,0.3333333333333333,GB,2014,14.0,10/26
307,2014,8.0,10/27,DAL,WAS,-9.5,49.0,39.5,2014-10/27-DAL,DAL,0.0,7.0,2014102700,22.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,10.0,10.0,29.0,3.0,1.0,7.0,3.0,0.0,5.0,507.0,2014099826.0,0.4090909090909091,0.3181818181818182,22.0,3.0,1.0,0.0,0.0,8.0,1.0,12.0,8.0,25.0,5.0,0.0,5.0,3.0,5.0,440.0,2014099783.0,0.3636363636363637,0.2272727272727273,WAS,2014,5.0,10/27
308,2013,8.0,10/24,CAR,TB,-7.0,39.5,32.5,2013-10/24-CAR,CAR,0.0,7.0,2013102400,21.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,9.0,27.0,3.0,2.0,5.0,3.0,0.0,4.0,402.0,2013099704.0,0.3809523809523809,0.2380952380952381,22.0,2.0,1.0,0.0,0.0,8.0,1.0,11.0,8.0,25.0,4.0,2.0,5.0,3.0,4.0,388.0,2013098164.0,0.3636363636363637,0.2272727272727273,TB,2013,7.0,10/24
309,2013,8.0,10/27,SF,0,-16.0,40.0,24.0,2013-10/27-SF,SF,0.0,7.0,2013102701,24.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,9.0,9.0,32.0,4.0,1.0,5.0,4.0,0.0,5.0,431.0,2013099846.0,0.375,0.20833333333333331,21.0,3.0,1.0,0.0,0.0,8.0,1.0,12.0,7.0,32.0,3.0,1.0,6.0,4.0,5.0,482.0,2013099904.0,0.3809523809523809,0.2857142857142857,JAC,2013,5.0,10/27
310,2013,8.0,10/27,DET,DAL,-3.0,52.0,49.0,2013-10/27-DET,DET,0.0,7.0,2013102700,23.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,17.0,9.0,25.0,4.0,1.0,7.0,3.0,0.0,5.0,486.0,2013099901.0,0.43478260869565216,0.3043478260869565,24.0,3.0,1.0,0.0,0.0,11.0,2.0,17.0,13.0,28.0,4.0,0.0,8.0,3.0,5.0,585.0,2013099908.0,0.4583333333333333,0.3333333333333333,DAL,2013,7.0,10/27
311,2013,8.0,10/27,PHI,NYG,-5.5,50.0,44.5,2013-10/27-PHI,PHI,0.0,7.0,2013102705,24.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,18.0,9.0,20.0,6.0,0.0,7.0,2.0,0.0,5.0,423.0,2013099906.0,0.4166666666666667,0.2916666666666667,25.0,1.0,0.0,0.0,0.0,9.0,1.0,20.0,8.0,16.0,5.0,1.0,5.0,1.0,5.0,400.0,2013099863.0,0.36,0.2,NYG,2013,0.0,10/27
312,2013,8.0,10/27,KC,CLE,-7.0,39.0,32.0,2013-10/27-KC,KC,0.0,7.0,2013102702,24.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,16.0,10.0,21.0,5.0,1.0,5.0,2.0,0.0,5.0,406.0,2013099904.0,0.375,0.20833333333333331,22.0,2.0,0.0,0.0,0.0,9.0,1.0,18.0,10.0,25.0,5.0,0.0,6.0,3.0,5.0,423.0,2013099841.0,0.4090909090909091,0.2727272727272727,CLE,2013,18.0,10/27
313,2013,8.0,10/27,NO,BUF,-10.5,48.5,38.0,2013-10/27-NO,NO,0.0,7.0,2013102704,23.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,13.0,11.0,32.0,4.0,1.0,4.0,4.0,0.0,4.0,447.0,2013097964.0,0.3478260869565217,0.17391304347826084,27.0,3.0,1.0,0.0,0.0,10.0,1.0,17.0,10.0,27.0,5.0,1.0,6.0,3.0,5.0,450.0,2013099842.0,0.3703703703703704,0.2222222222222222,BUF,2013,12.0,10/27
314,2013,8.0,10/27,NE,MIA,-6.5,46.0,39.5,2013-10/27-NE,NE,0.0,7.0,2013102703,24.0,2.0,1.0,1.0,0.0,10.0,0.0,2.0,17.0,10.0,25.0,5.0,1.0,6.0,2.0,0.0,5.0,422.0,2013099906.0,0.4166666666666667,0.25,24.0,2.0,1.0,1.0,0.0,9.0,2.0,12.0,14.0,27.0,4.0,1.0,6.0,2.0,4.0,438.0,2013098103.0,0.375,0.25,MIA,2013,10.0,10/27
315,2013,8.0,10/27,CIN,NYJ,-6.0,41.0,35.0,2013-10/27-CIN,CIN,0.0,7.0,2013102707,22.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,13.0,11.0,22.0,4.0,0.0,6.0,2.0,0.0,5.0,471.0,2013099902.0,0.4090909090909091,0.2727272727272727,23.0,3.0,0.0,0.0,0.0,9.0,1.0,14.0,8.0,27.0,5.0,0.0,5.0,3.0,5.0,436.0,2013099925.0,0.39130434782608703,0.21739130434782608,NYJ,2013,5.0,10/27
316,2013,8.0,10/27,PIT,OAK,-3.0,40.0,37.0,2013-10/27-PIT,PIT,1.0,7.0,2013102706,23.0,1.0,2.0,1.0,0.0,10.0,0.0,2.0,12.0,12.0,24.0,4.0,0.0,5.0,2.0,0.0,4.0,450.0,2013098228.0,0.43478260869565216,0.21739130434782608,24.0,2.0,1.0,0.0,0.0,9.0,1.0,14.0,9.0,26.0,5.0,0.0,6.0,3.0,4.0,403.0,2013097966.0,0.375,0.25,OAK,2013,11.0,10/27
317,2013,8.0,10/27,DEN,WAS,-11.0,59.0,48.0,2013-10/27-DEN,DEN,0.0,7.0,2013102709,26.0,5.0,0.0,0.0,0.0,10.0,0.0,1.0,14.0,11.0,44.0,3.0,2.0,7.0,5.0,0.0,5.0,540.0,2013099909.0,0.38461538461538464,0.2692307692307692,25.0,3.0,1.0,0.0,0.0,10.0,1.0,14.0,8.0,30.0,4.0,1.0,6.0,4.0,4.0,429.0,2013098229.0,0.4,0.24,WAS,2013,8.0,10/27
318,2013,8.0,10/27,ARI,ATL,-2.5,45.0,42.5,2013-10/27-ARI,ARI,0.0,7.0,2013102708,26.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,9.0,20.0,5.0,1.0,7.0,2.0,0.0,5.0,373.0,2013099846.0,0.3461538461538461,0.2692307692307692,20.0,2.0,1.0,1.0,0.0,8.0,2.0,11.0,12.0,29.0,3.0,0.0,6.0,3.0,4.0,403.0,2013098104.0,0.4,0.3,ATL,2013,9.0,10/27
319,2013,8.0,10/27,GB,MIN,-7.5,47.5,40.0,2013-10/27-GB,GB,0.0,7.0,2013102710,22.0,2.0,1.0,1.0,0.0,8.0,0.0,3.0,14.0,16.0,28.0,3.0,1.0,5.0,2.0,0.0,4.0,470.0,2013099763.0,0.3636363636363637,0.2272727272727273,23.0,3.0,1.0,0.0,0.0,9.0,1.0,13.0,9.0,31.0,4.0,1.0,6.0,3.0,4.0,468.0,2013098245.0,0.39130434782608703,0.2608695652173913,MIN,2013,14.0,10/27
320,2013,8.0,10/28,SEA,STL,-14.0,43.5,29.5,2013-10/28-SEA,SEA,0.0,7.0,2013102800,22.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,12.0,11.0,25.0,4.0,1.0,6.0,2.0,0.0,5.0,398.0,2013099863.0,0.4090909090909091,0.2727272727272727,23.0,2.0,1.0,0.0,0.0,10.0,1.0,10.0,10.0,25.0,5.0,0.0,6.0,3.0,5.0,404.0,2013099862.0,0.43478260869565216,0.2608695652173913,STL,2013,2.0,10/28
321,2012,8.0,10/25,MIN,TB,-5.5,43.0,37.5,2012-10/25-MIN,MIN,0.0,7.0,2012102500,23.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,14.0,9.0,21.0,4.0,0.0,6.0,2.0,0.0,5.0,391.0,2012099943.0,0.43478260869565216,0.2608695652173913,23.0,2.0,1.0,0.0,0.0,10.0,1.0,13.0,8.0,20.0,5.0,0.0,7.0,2.0,4.0,416.0,2012098263.0,0.43478260869565216,0.3043478260869565,TB,2012,7.0,10/25
322,2012,8.0,10/28,NE,0,-7.0,46.0,39.0,2012-10/28-NE,NE,0.0,7.0,2012102804,24.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,16.0,11.0,35.0,3.0,1.0,6.0,4.0,0.0,5.0,544.0,2012100005.0,0.3333333333333333,0.25,20.0,2.0,1.0,0.0,0.0,8.0,1.0,13.0,9.0,21.0,4.0,1.0,6.0,2.0,5.0,398.0,2012099943.0,0.4,0.3,STL,2012,9.0,10/28
323,2012,8.0,10/28,TEN,IND,-3.5,46.5,43.0,2012-10/28-TEN,TEN,0.0,7.0,2012102803,20.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,7.0,21.0,4.0,0.0,5.0,2.0,0.0,5.0,453.0,2012099943.0,0.45,0.25,21.0,2.0,0.0,0.0,0.0,9.0,1.0,12.0,8.0,22.0,5.0,0.0,7.0,2.0,4.0,423.0,2012099864.0,0.42857142857142855,0.3333333333333333,IND,2012,11.0,10/28
324,2012,8.0,10/28,GB,JAX,-15.5,45.5,30.0,2012-10/28-GB,GB,0.0,7.0,2012102800,23.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,10.0,30.0,4.0,1.0,5.0,4.0,0.0,5.0,457.0,2012100005.0,0.39130434782608703,0.21739130434782608,24.0,2.0,2.0,0.0,0.0,10.0,2.0,18.0,11.0,23.0,4.0,1.0,5.0,2.0,4.0,476.0,2012098186.0,0.4166666666666667,0.20833333333333331,JAC,2012,8.0,10/28
325,2012,8.0,10/28,SD,CLE,-3.0,41.0,38.0,2012-10/28-SD,SD,0.0,7.0,2012102802,22.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,14.0,8.0,18.0,4.0,0.0,6.0,2.0,0.0,4.0,431.0,2012098065.0,0.4545454545454545,0.2727272727272727,23.0,2.0,0.0,1.0,0.0,9.0,1.0,15.0,8.0,22.0,5.0,0.0,5.0,2.0,5.0,493.0,2012099942.0,0.39130434782608703,0.21739130434782608,CLE,2012,7.0,10/28
326,2012,8.0,10/28,PHI,ATL,-3.0,43.0,40.0,2012-10/28-PHI,PHI,0.0,7.0,2012102805,21.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,15.0,8.0,17.0,4.0,0.0,5.0,1.0,0.0,4.0,436.0,2012098046.0,0.4761904761904762,0.2380952380952381,23.0,1.0,0.0,0.0,0.0,11.0,1.0,12.0,6.0,16.0,4.0,0.0,6.0,2.0,4.0,437.0,2012098043.0,0.4782608695652174,0.2608695652173913,ATL,2012,5.0,10/28
327,2012,8.0,10/28,DET,SEA,-2.5,43.0,40.5,2012-10/28-DET,DET,0.0,7.0,2012102807,23.0,2.0,1.0,0.0,0.0,10.0,0.0,2.0,18.0,9.0,26.0,5.0,0.0,7.0,3.0,0.0,4.0,484.0,2012098343.0,0.43478260869565216,0.3043478260869565,21.0,1.0,1.0,0.0,0.0,7.0,2.0,15.0,8.0,17.0,4.0,0.0,5.0,1.0,5.0,398.0,2012099945.0,0.3333333333333333,0.2380952380952381,SEA,2012,4.0,10/28
328,2012,8.0,10/28,NYJ,MIA,-1.0,38.5,37.5,2012-10/28-NYJ,NYJ,1.0,7.0,2012102801,24.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,16.0,6.0,19.0,5.0,0.0,6.0,2.0,0.0,5.0,423.0,2012100023.0,0.4166666666666667,0.25,25.0,1.0,1.0,0.0,0.0,10.0,1.0,22.0,11.0,16.0,6.0,0.0,6.0,1.0,4.0,450.0,2012098044.0,0.4,0.24,MIA,2012,6.0,10/28
329,2012,8.0,10/28,CHI,CAR,-7.0,41.5,34.5,2012-10/28-CHI,CHI,0.0,7.0,2012102806,22.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,13.0,10.0,18.0,4.0,1.0,3.0,1.0,0.0,4.0,389.0,2012099623.0,0.3636363636363637,0.13636363636363635,22.0,2.0,2.0,1.0,0.0,7.0,3.0,10.0,13.0,24.0,3.0,0.0,4.0,2.0,4.0,378.0,2012098123.0,0.3181818181818182,0.18181818181818185,CAR,2012,9.0,10/28
330,2012,8.0,10/28,PIT,WAS,-4.5,44.5,40.0,2012-10/28-PIT,PIT,0.0,7.0,2012102808,19.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,12.0,11.0,24.0,3.0,0.0,5.0,2.0,0.0,4.0,496.0,2012099806.0,0.42105263157894735,0.2631578947368421,22.0,2.0,1.0,0.0,0.0,9.0,2.0,15.0,11.0,27.0,4.0,0.0,5.0,3.0,5.0,487.0,2012100005.0,0.4090909090909091,0.2272727272727273,WAS,2012,10.0,10/28
331,2012,8.0,10/28,KC,OAK,-1.0,41.5,40.5,2012-10/28-KC,KC,0.0,7.0,2012102809,25.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,14.0,9.0,18.0,5.0,0.0,7.0,1.0,0.0,4.0,467.0,2012098044.0,0.4,0.28,24.0,2.0,0.0,1.0,0.0,9.0,2.0,12.0,14.0,24.0,4.0,0.0,7.0,2.0,4.0,421.0,2012098327.0,0.375,0.2916666666666667,OAK,2012,13.0,10/28
332,2012,8.0,10/28,NYG,DAL,-3.0,48.0,45.0,2012-10/28-NYG,NYG,0.0,7.0,2012102810,23.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,16.0,13.0,26.0,4.0,1.0,4.0,2.0,0.0,5.0,529.0,2012100006.0,0.3478260869565217,0.17391304347826084,22.0,2.0,1.0,0.0,0.0,8.0,1.0,13.0,8.0,19.0,5.0,0.0,6.0,2.0,4.0,363.0,2012099743.0,0.3636363636363637,0.2727272727272727,DAL,2012,18.0,10/28
333,2012,8.0,10/28,DEN,NO,-6.0,55.5,49.5,2012-10/28-DEN,DEN,0.0,7.0,2012102811,23.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,13.0,9.0,30.0,4.0,1.0,5.0,3.0,0.0,4.0,516.0,2012098067.0,0.39130434782608703,0.21739130434782608,22.0,3.0,1.0,0.0,0.0,9.0,1.0,15.0,11.0,31.0,3.0,0.0,6.0,3.0,4.0,569.0,2012098188.0,0.4090909090909091,0.2727272727272727,NO,2012,10.0,10/28
334,2012,8.0,10/29,SF,ARI,-7.0,38.0,31.0,2012-10/29-SF,SF,0.0,7.0,2012102900,21.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,8.0,11.0,22.0,4.0,0.0,5.0,2.0,0.0,5.0,485.0,2012099965.0,0.3809523809523809,0.2380952380952381,25.0,2.0,0.0,0.0,0.0,10.0,1.0,11.0,6.0,18.0,6.0,1.0,6.0,2.0,5.0,406.0,2012099963.0,0.4,0.24,ARI,2012,7.0,10/29
335,2011,8.0,10/30,TEN,IND,-7.5,43.5,36.0,2011-10/30-TEN,TEN,0.0,7.0,2011103002,22.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,6.0,18.0,5.0,0.0,6.0,2.0,0.0,4.0,361.0,2011099781.0,0.4090909090909091,0.2727272727272727,22.0,3.0,0.0,1.0,0.0,8.0,1.0,9.0,11.0,30.0,5.0,1.0,5.0,3.0,5.0,493.0,2011101623.0,0.3636363636363637,0.2272727272727273,IND,2011,16.0,10/30
336,2011,8.0,10/30,HOU,JAX,-10.0,41.0,31.0,2011-10/30-HOU,HOU,0.0,7.0,2011103001,23.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,14.0,8.0,21.0,5.0,0.0,6.0,2.0,0.0,5.0,460.0,2011101602.0,0.43478260869565216,0.2608695652173913,24.0,2.0,1.0,0.0,0.0,11.0,1.0,13.0,11.0,18.0,6.0,0.0,5.0,2.0,5.0,394.0,2011101622.0,0.4583333333333333,0.20833333333333331,JAC,2011,10.0,10/30
337,2011,8.0,10/30,CAR,MIN,-3.0,47.0,44.0,2011-10/30-CAR,CAR,0.0,7.0,2011103003,19.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,14.0,10.0,31.0,2.0,0.0,6.0,3.0,0.0,5.0,524.0,2011101604.0,0.42105263157894735,0.3157894736842105,22.0,2.0,1.0,0.0,1.0,8.0,2.0,13.0,13.0,25.0,3.0,0.0,5.0,2.0,5.0,476.0,2011101607.0,0.3636363636363637,0.2272727272727273,MIN,2011,6.0,10/30
338,2011,8.0,10/30,NO,STL,-13.5,48.5,35.0,2011-10/30-NO,NO,0.0,7.0,2011103004,21.0,3.0,1.0,0.0,0.0,9.0,0.0,2.0,12.0,13.0,29.0,3.0,0.0,6.0,3.0,0.0,5.0,519.0,2011101607.0,0.42857142857142855,0.2857142857142857,24.0,2.0,1.0,0.0,0.0,9.0,1.0,15.0,10.0,25.0,4.0,1.0,5.0,3.0,4.0,479.0,2011099927.0,0.375,0.20833333333333331,STL,2011,6.0,10/30
339,2011,8.0,10/30,BAL,ARI,-11.5,43.0,31.5,2011-10/30-BAL,BAL,0.0,7.0,2011103005,25.0,2.0,1.0,0.0,0.0,10.0,0.0,2.0,20.0,13.0,24.0,4.0,1.0,6.0,2.0,0.0,4.0,466.0,2011099947.0,0.4,0.24,24.0,3.0,1.0,0.0,0.0,9.0,2.0,15.0,11.0,30.0,5.0,1.0,5.0,3.0,4.0,485.0,2011099787.0,0.375,0.20833333333333331,ARI,2011,13.0,10/30
340,2011,8.0,10/30,NYG,MIA,-9.5,43.0,33.5,2011-10/30-NYG,NYG,0.0,7.0,2011103000,24.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,13.0,8.0,30.0,4.0,2.0,6.0,3.0,0.0,4.0,530.0,2011099643.0,0.4166666666666667,0.25,23.0,1.0,1.0,0.0,0.0,9.0,1.0,15.0,9.0,19.0,5.0,1.0,7.0,2.0,4.0,411.0,2011099943.0,0.39130434782608703,0.3043478260869565,MIA,2011,8.0,10/30
342,2011,8.0,10/30,DET,DEN,-3.0,43.5,40.5,2011-10/30-DET,DET,0.0,7.0,2011103006,26.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,17.0,11.0,22.0,6.0,0.0,6.0,2.0,0.0,5.0,432.0,2011101623.0,0.38461538461538464,0.2307692307692308,24.0,2.0,1.0,0.0,0.0,10.0,2.0,10.0,10.0,28.0,4.0,1.0,5.0,3.0,4.0,433.0,2011099786.0,0.4166666666666667,0.20833333333333331,DEN,2011,13.0,10/30
343,2011,8.0,10/30,NE,PIT,-3.0,52.0,49.0,2011-10/30-NE,NE,0.0,7.0,2011103008,20.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,14.0,9.0,27.0,3.0,0.0,4.0,3.0,0.0,4.0,479.0,2011099648.0,0.4,0.2,19.0,1.0,0.0,0.0,0.0,8.0,1.0,15.0,6.0,16.0,5.0,0.0,5.0,2.0,5.0,381.0,2011101603.0,0.42105263157894735,0.2631578947368421,PIT,2011,10.0,10/30
344,2011,8.0,10/30,SF,CLE,-9.0,38.5,29.5,2011-10/30-SF,SF,0.0,7.0,2011103009,24.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,11.0,11.0,26.0,5.0,0.0,5.0,2.0,0.0,4.0,439.0,2011099646.0,0.375,0.20833333333333331,21.0,1.0,1.0,0.0,0.0,8.0,1.0,12.0,8.0,18.0,5.0,0.0,4.0,2.0,4.0,383.0,2011099925.0,0.3809523809523809,0.19047619047619047,CLE,2011,8.0,10/30
345,2011,8.0,10/30,CIN,SEA,-1.5,37.5,36.0,2011-10/30-CIN,CIN,0.0,7.0,2011103010,24.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,13.0,9.0,20.0,5.0,0.0,5.0,2.0,0.0,4.0,395.0,2011099644.0,0.375,0.20833333333333331,25.0,1.0,0.0,1.0,0.0,11.0,1.0,15.0,13.0,19.0,5.0,0.0,6.0,2.0,4.0,476.0,2011099788.0,0.44,0.24,SEA,2011,9.0,10/30
346,2011,8.0,10/30,PHI,DAL,-3.0,49.0,46.0,2011-10/30-PHI,PHI,0.0,7.0,2011103011,20.0,2.0,2.0,0.0,0.0,9.0,0.0,2.0,12.0,10.0,25.0,2.0,0.0,5.0,2.0,0.0,4.0,511.0,2011099646.0,0.45,0.25,21.0,2.0,1.0,0.0,0.0,9.0,1.0,15.0,9.0,19.0,4.0,0.0,5.0,2.0,4.0,452.0,2011099946.0,0.42857142857142855,0.2380952380952381,DAL,2011,10.0,10/30
